#    L    TT             EE             BB             TE          
    92    0.13916E+02    0.78753E-01    0.82721E-01    0.32440E+00
    93    0.14516E+02    0.82200E-01    0.86429E-01    0.33854E+00
    94    0.15135E+02    0.85759E-01    0.90262E-01    0.35314E+00
    95    0.15773E+02    0.89431E-01    0.94224E-01    0.36821E+00
    96    0.16431E+02    0.93221E-01    0.98319E-01    0.38375E+00
    97    0.17109E+02    0.97130E-01    0.10255E+00    0.39977E+00
    98    0.17807E+02    0.10116E+00    0.10692E+00    0.41629E+00
    99    0.18526E+02    0.10531E+00    0.11143E+00    0.43331E+00
   100    0.19267E+02    0.10960E+00    0.11608E+00    0.45085E+00
   101    0.20030E+02    0.11401E+00    0.12088E+00    0.46891E+00
   102    0.20814E+02    0.11855E+00    0.12584E+00    0.48749E+00
   103    0.21621E+02    0.12322E+00    0.13095E+00    0.50663E+00
   104    0.22451E+02    0.12804E+00    0.13621E+00    0.52631E+00
   105    0.23304E+02    0.13299E+00    0.14164E+00    0.54655E+00
   106    0.24181E+02    0.13808E+00    0.14723E+00    0.56737E+00
   107    0.25083E+02    0.14332E+00    0.15299E+00    0.58876E+00
   108    0.26008E+02    0.14871E+00    0.15892E+00    0.61075E+00
   109    0.26959E+02    0.15424E+00    0.16503E+00    0.63333E+00
   110    0.27935E+02    0.15993E+00    0.17131E+00    0.65653E+00
   111    0.28936E+02    0.16577E+00    0.17777E+00    0.68034E+00
   112    0.29964E+02    0.17176E+00    0.18441E+00    0.70479E+00
   113    0.31019E+02    0.17792E+00    0.19125E+00    0.72987E+00
   114    0.32100E+02    0.18424E+00    0.19827E+00    0.75561E+00
   115    0.33210E+02    0.19073E+00    0.20550E+00    0.78202E+00
   116    0.34347E+02    0.19738E+00    0.21292E+00    0.80910E+00
   117    0.35513E+02    0.20421E+00    0.22055E+00    0.83687E+00
   118    0.36708E+02    0.21121E+00    0.22839E+00    0.86534E+00
   119    0.37932E+02    0.21839E+00    0.23644E+00    0.89452E+00
   120    0.39186E+02    0.22575E+00    0.24471E+00    0.92442E+00
   121    0.40471E+02    0.23330E+00    0.25321E+00    0.95506E+00
   122    0.41786E+02    0.24103E+00    0.26193E+00    0.98645E+00
   123    0.43133E+02    0.24895E+00    0.27088E+00    0.10186E+01
   124    0.44512E+02    0.25706E+00    0.28006E+00    0.10515E+01
   125    0.45923E+02    0.26537E+00    0.28948E+00    0.10852E+01
   126    0.47367E+02    0.27388E+00    0.29915E+00    0.11197E+01
   127    0.48844E+02    0.28259E+00    0.30906E+00    0.11550E+01
   128    0.50354E+02    0.29151E+00    0.31923E+00    0.11911E+01
   129    0.51899E+02    0.30063E+00    0.32965E+00    0.12280E+01
   130    0.53479E+02    0.30997E+00    0.34033E+00    0.12657E+01
   131    0.55093E+02    0.31951E+00    0.35127E+00    0.13044E+01
   132    0.56744E+02    0.32928E+00    0.36249E+00    0.13438E+01
   133    0.58430E+02    0.33926E+00    0.37397E+00    0.13842E+01
