#    L    TT             EE             TE          
   108    0.84749E+02    0.49133E-02   -0.20612E+00
   109    0.86336E+02    0.51440E-02   -0.21378E+00
   110    0.87940E+02    0.53824E-02   -0.22163E+00
   111    0.89560E+02    0.56287E-02   -0.22969E+00
   112    0.91197E+02    0.58829E-02   -0.23795E+00
   113    0.92850E+02    0.61452E-02   -0.24643E+00
   114    0.94519E+02    0.64158E-02   -0.25511E+00
   115    0.96206E+02    0.66946E-02   -0.26400E+00
   116    0.97910E+02    0.69819E-02   -0.27311E+00
   117    0.99630E+02    0.72778E-02   -0.28244E+00
   118    0.10137E+03    0.75824E-02   -0.29199E+00
   119    0.10312E+03    0.78957E-02   -0.30176E+00
   120    0.10490E+03    0.82180E-02   -0.31175E+00
   121    0.10669E+03    0.85493E-02   -0.32197E+00
   122    0.10849E+03    0.88898E-02   -0.33241E+00
   123    0.11032E+03    0.92395E-02   -0.34309E+00
   124    0.11216E+03    0.95987E-02   -0.35400E+00
   125    0.11403E+03    0.99673E-02   -0.36515E+00
   126    0.11591E+03    0.10346E-01   -0.37653E+00
   127    0.11780E+03    0.10734E-01   -0.38816E+00
   128    0.11972E+03    0.11132E-01   -0.40003E+00
   129    0.12166E+03    0.11539E-01   -0.41214E+00
   130    0.12361E+03    0.11957E-01   -0.42450E+00
   131    0.12558E+03    0.12386E-01   -0.43710E+00
   132    0.12757E+03    0.12824E-01   -0.44996E+00
   133    0.12959E+03    0.13273E-01   -0.46306E+00
   134    0.13162E+03    0.13732E-01   -0.47641E+00
   135    0.13367E+03    0.14201E-01   -0.49000E+00
   136    0.13573E+03    0.14681E-01   -0.50384E+00
   137    0.13782E+03    0.15170E-01   -0.51793E+00
   138    0.13993E+03    0.15671E-01   -0.53225E+00
   139    0.14206E+03    0.16181E-01   -0.54682E+00
   140    0.14420E+03    0.16702E-01   -0.56162E+00
   141    0.14637E+03    0.17234E-01   -0.57667E+00
   142    0.14856E+03    0.17776E-01   -0.59195E+00
   143    0.15076E+03    0.18328E-01   -0.60748E+00
   144    0.15299E+03    0.18891E-01   -0.62323E+00
   145    0.15524E+03    0.19464E-01   -0.63923E+00
   146    0.15751E+03    0.20048E-01   -0.65546E+00
   147    0.15979E+03    0.20642E-01   -0.67192E+00
   148    0.16210E+03    0.21247E-01   -0.68862E+00
   149    0.16443E+03    0.21862E-01   -0.70555E+00
   150    0.16678E+03    0.22488E-01   -0.72271E+00
   151    0.16915E+03    0.23124E-01   -0.74009E+00
   152    0.17155E+03    0.23771E-01   -0.75770E+00
   153    0.17396E+03    0.24427E-01   -0.77552E+00
   154    0.17639E+03    0.25092E-01   -0.79354E+00
   155    0.17885E+03    0.25767E-01   -0.81175E+00
   156    0.18133E+03    0.26449E-01   -0.83014E+00
   157    0.18383E+03    0.27140E-01   -0.84871E+00
   158    0.18635E+03    0.27838E-01   -0.86744E+00
   159    0.18889E+03    0.28543E-01   -0.88632E+00
   160    0.19145E+03    0.29254E-01   -0.90534E+00
   161    0.19404E+03    0.29972E-01   -0.92450E+00
   162    0.19665E+03    0.30695E-01   -0.94378E+00
   163    0.19928E+03    0.31424E-01   -0.96318E+00
   164    0.20193E+03    0.32157E-01   -0.98269E+00
   165    0.20460E+03    0.32894E-01   -0.10023E+01
   166    0.20730E+03    0.33636E-01   -0.10220E+01
   167    0.21002E+03    0.34381E-01   -0.10417E+01
   168    0.21277E+03    0.35128E-01   -0.10616E+01
   169    0.21553E+03    0.35879E-01   -0.10814E+01
   170    0.21832E+03    0.36631E-01   -0.11014E+01
   171    0.22113E+03    0.37385E-01   -0.11214E+01
   172    0.22397E+03    0.38141E-01   -0.11414E+01
   173    0.22683E+03    0.38896E-01   -0.11614E+01
   174    0.22971E+03    0.39653E-01   -0.11814E+01
   175    0.23261E+03    0.40409E-01   -0.12014E+01
   176    0.23554E+03    0.41164E-01   -0.12215E+01
   177    0.23850E+03    0.41919E-01   -0.12414E+01
   178    0.24147E+03    0.42672E-01   -0.12614E+01
   179    0.24447E+03    0.43424E-01   -0.12813E+01
   180    0.24750E+03    0.44174E-01   -0.13011E+01
   181    0.25054E+03    0.44922E-01   -0.13208E+01
   182    0.25362E+03    0.45668E-01   -0.13404E+01
   183    0.25671E+03    0.46411E-01   -0.13599E+01
   184    0.25983E+03    0.47152E-01   -0.13792E+01
   185    0.26297E+03    0.47889E-01   -0.13984E+01
   186    0.26613E+03    0.48622E-01   -0.14174E+01
   187    0.26932E+03    0.49352E-01   -0.14362E+01
   188    0.27254E+03    0.50078E-01   -0.14548E+01
   189    0.27577E+03    0.50799E-01   -0.14732E+01
   190    0.27903E+03    0.51516E-01   -0.14913E+01
   191    0.28231E+03    0.52228E-01   -0.15091E+01
   192    0.28562E+03    0.52935E-01   -0.15267E+01
   193    0.28895E+03    0.53636E-01   -0.15440E+01
   194    0.29230E+03    0.54331E-01   -0.15609E+01
   195    0.29568E+03    0.55020E-01   -0.15776E+01
   196    0.29908E+03    0.55703E-01   -0.15939E+01
   197    0.30250E+03    0.56380E-01   -0.16098E+01
   198    0.30595E+03    0.57049E-01   -0.16254E+01
   199    0.30942E+03    0.57711E-01   -0.16405E+01
   200    0.31292E+03    0.58366E-01   -0.16552E+01
   201    0.31643E+03    0.59013E-01   -0.16695E+01
   202    0.31997E+03    0.59652E-01   -0.16834E+01
   203    0.32354E+03    0.60285E-01   -0.16968E+01
   204    0.32712E+03    0.60910E-01   -0.17096E+01
   205    0.33073E+03    0.61528E-01   -0.17220E+01
   206    0.33436E+03    0.62140E-01   -0.17337E+01
   207    0.33801E+03    0.62746E-01   -0.17449E+01
   208    0.34169E+03    0.63346E-01   -0.17555E+01
   209    0.34538E+03    0.63940E-01   -0.17654E+01
   210    0.34910E+03    0.64529E-01   -0.17746E+01
   211    0.35284E+03    0.65112E-01   -0.17832E+01
   212    0.35660E+03    0.65691E-01   -0.17911E+01
   213    0.36038E+03    0.66265E-01   -0.17982E+01
   214    0.36418E+03    0.66835E-01   -0.18045E+01
   215    0.36800E+03    0.67400E-01   -0.18101E+01
   216    0.37184E+03    0.67962E-01   -0.18148E+01
   217    0.37570E+03    0.68520E-01   -0.18187E+01
   218    0.37958E+03    0.69075E-01   -0.18217E+01
   219    0.38347E+03    0.69627E-01   -0.18238E+01
   220    0.38739E+03    0.70175E-01   -0.18249E+01
   221    0.39133E+03    0.70722E-01   -0.18252E+01
   222    0.39528E+03    0.71266E-01   -0.18244E+01
   223    0.39925E+03    0.71808E-01   -0.18226E+01
   224    0.40324E+03    0.72348E-01   -0.18199E+01
   225    0.40725E+03    0.72887E-01   -0.18160E+01
   226    0.41127E+03    0.73425E-01   -0.18111E+01
   227    0.41532E+03    0.73961E-01   -0.18051E+01
   228    0.41938E+03    0.74497E-01   -0.17979E+01
   229    0.42345E+03    0.75033E-01   -0.17896E+01
   230    0.42754E+03    0.75568E-01   -0.17800E+01
   231    0.43165E+03    0.76103E-01   -0.17693E+01
   232    0.43578E+03    0.76639E-01   -0.17573E+01
   233    0.43992E+03    0.77175E-01   -0.17441E+01
   234    0.44407E+03    0.77713E-01   -0.17296E+01
   235    0.44825E+03    0.78251E-01   -0.17137E+01
   236    0.45243E+03    0.78791E-01   -0.16966E+01
   237    0.45663E+03    0.79332E-01   -0.16780E+01
   238    0.46085E+03    0.79875E-01   -0.16580E+01
   239    0.46508E+03    0.80421E-01   -0.16367E+01
   240    0.46932E+03    0.80969E-01   -0.16139E+01
   241    0.47358E+03    0.81519E-01   -0.15896E+01
   242    0.47785E+03    0.82073E-01   -0.15638E+01
   243    0.48214E+03    0.82630E-01   -0.15365E+01
   244    0.48644E+03    0.83193E-01   -0.15076E+01
   245    0.49075E+03    0.83763E-01   -0.14772E+01
   246    0.49507E+03    0.84343E-01   -0.14452E+01
   247    0.49940E+03    0.84935E-01   -0.14115E+01
   248    0.50375E+03    0.85541E-01   -0.13763E+01
   249    0.50810E+03    0.86163E-01   -0.13394E+01
   250    0.51246E+03    0.86804E-01   -0.13009E+01
   251    0.51683E+03    0.87466E-01   -0.12606E+01
   252    0.52121E+03    0.88150E-01   -0.12187E+01
   253    0.52560E+03    0.88860E-01   -0.11750E+01
   254    0.53000E+03    0.89596E-01   -0.11296E+01
   255    0.53440E+03    0.90362E-01   -0.10824E+01
   256    0.53881E+03    0.91160E-01   -0.10335E+01
   257    0.54322E+03    0.91992E-01   -0.98271E+00
   258    0.54764E+03    0.92859E-01   -0.93012E+00
   259    0.55206E+03    0.93765E-01   -0.87570E+00
   260    0.55648E+03    0.94711E-01   -0.81941E+00
   261    0.56091E+03    0.95700E-01   -0.76123E+00
   262    0.56534E+03    0.96733E-01   -0.70116E+00
   263    0.56978E+03    0.97813E-01   -0.63916E+00
   264    0.57421E+03    0.98943E-01   -0.57522E+00
   265    0.57865E+03    0.10012E+00   -0.50932E+00
   266    0.58308E+03    0.10136E+00   -0.44143E+00
   267    0.58752E+03    0.10265E+00   -0.37155E+00
   268    0.59195E+03    0.10399E+00   -0.29964E+00
   269    0.59638E+03    0.10540E+00   -0.22569E+00
   270    0.60081E+03    0.10687E+00   -0.14968E+00
   271    0.60524E+03    0.10841E+00   -0.71590E-01
   272    0.60966E+03    0.11001E+00    0.86025E-02
   273    0.61409E+03    0.11167E+00    0.90916E-01
   274    0.61850E+03    0.11341E+00    0.17537E+00
   275    0.62291E+03    0.11523E+00    0.26198E+00
   276    0.62732E+03    0.11712E+00    0.35078E+00
   277    0.63172E+03    0.11908E+00    0.44177E+00
   278    0.63611E+03    0.12113E+00    0.53499E+00
   279    0.64050E+03    0.12326E+00    0.63044E+00
   280    0.64488E+03    0.12547E+00    0.72816E+00
   281    0.64925E+03    0.12776E+00    0.82815E+00
   282    0.65361E+03    0.13015E+00    0.93044E+00
   283    0.65796E+03    0.13263E+00    0.10351E+01
   284    0.66230E+03    0.13520E+00    0.11420E+01
   285    0.66663E+03    0.13786E+00    0.12513E+01
   286    0.67095E+03    0.14062E+00    0.13630E+01
   287    0.67526E+03    0.14349E+00    0.14769E+01
   288    0.67955E+03    0.14646E+00    0.15932E+01
   289    0.68383E+03    0.14955E+00    0.17118E+01
   290    0.68810E+03    0.15274E+00    0.18326E+01
   291    0.69235E+03    0.15606E+00    0.19557E+01
   292    0.69659E+03    0.15949E+00    0.20810E+01
   293    0.70081E+03    0.16306E+00    0.22086E+01
   294    0.70502E+03    0.16675E+00    0.23383E+01
   295    0.70921E+03    0.17058E+00    0.24702E+01
   296    0.71338E+03    0.17454E+00    0.26043E+01
   297    0.71753E+03    0.17865E+00    0.27406E+01
   298    0.72166E+03    0.18290E+00    0.28789E+01
   299    0.72578E+03    0.18730E+00    0.30194E+01
   300    0.72987E+03    0.19185E+00    0.31620E+01
   301    0.73394E+03    0.19656E+00    0.33067E+01
   302    0.73799E+03    0.20143E+00    0.34534E+01
   303    0.74202E+03    0.20646E+00    0.36022E+01
   304    0.74603E+03    0.21167E+00    0.37529E+01
   305    0.75001E+03    0.21704E+00    0.39057E+01
   306    0.75397E+03    0.22260E+00    0.40605E+01
   307    0.75790E+03    0.22833E+00    0.42173E+01
   308    0.76181E+03    0.23424E+00    0.43760E+01
   309    0.76569E+03    0.24035E+00    0.45367E+01
   310    0.76954E+03    0.24664E+00    0.46992E+01
   311    0.77337E+03    0.25313E+00    0.48637E+01
   312    0.77717E+03    0.25982E+00    0.50301E+01
   313    0.78094E+03    0.26672E+00    0.51983E+01
   314    0.78468E+03    0.27382E+00    0.53684E+01
   315    0.78840E+03    0.28113E+00    0.55403E+01
   316    0.79208E+03    0.28865E+00    0.57141E+01
   317    0.79573E+03    0.29640E+00    0.58896E+01
   318    0.79935E+03    0.30437E+00    0.60669E+01
   319    0.80293E+03    0.31256E+00    0.62460E+01
   320    0.80649E+03    0.32099E+00    0.64268E+01
   321    0.81000E+03    0.32965E+00    0.66093E+01
   322    0.81349E+03    0.33854E+00    0.67936E+01
   323    0.81694E+03    0.34768E+00    0.69795E+01
   324    0.82035E+03    0.35707E+00    0.71672E+01
   325    0.82373E+03    0.36670E+00    0.73564E+01
   326    0.82707E+03    0.37659E+00    0.75474E+01
   327    0.83037E+03    0.38674E+00    0.77399E+01
   328    0.83364E+03    0.39714E+00    0.79340E+01
   329    0.83687E+03    0.40781E+00    0.81296E+01
   330    0.84005E+03    0.41874E+00    0.83266E+01
   331    0.84320E+03    0.42994E+00    0.85251E+01
   332    0.84632E+03    0.44140E+00    0.87248E+01
   333    0.84939E+03    0.45313E+00    0.89258E+01
   334    0.85242E+03    0.46514E+00    0.91280E+01
   335    0.85542E+03    0.47742E+00    0.93313E+01
   336    0.85837E+03    0.48998E+00    0.95357E+01
   337    0.86129E+03    0.50281E+00    0.97411E+01
   338    0.86416E+03    0.51593E+00    0.99475E+01
   339    0.86700E+03    0.52933E+00    0.10155E+02
   340    0.86979E+03    0.54301E+00    0.10363E+02
   341    0.87255E+03    0.55698E+00    0.10572E+02
   342    0.87526E+03    0.57124E+00    0.10781E+02
   343    0.87793E+03    0.58579E+00    0.10992E+02
   344    0.88056E+03    0.60063E+00    0.11202E+02
   345    0.88315E+03    0.61577E+00    0.11414E+02
   346    0.88570E+03    0.63120E+00    0.11625E+02
   347    0.88821E+03    0.64694E+00    0.11838E+02
   348    0.89067E+03    0.66297E+00    0.12050E+02
   349    0.89309E+03    0.67931E+00    0.12263E+02
   350    0.89547E+03    0.69596E+00    0.12476E+02
   351    0.89781E+03    0.71291E+00    0.12689E+02
   352    0.90010E+03    0.73017E+00    0.12903E+02
   353    0.90235E+03    0.74775E+00    0.13116E+02
   354    0.90456E+03    0.76563E+00    0.13329E+02
   355    0.90673E+03    0.78384E+00    0.13543E+02
   356    0.90885E+03    0.80236E+00    0.13756E+02
   357    0.91092E+03    0.82120E+00    0.13969E+02
   358    0.91295E+03    0.84037E+00    0.14181E+02
   359    0.91494E+03    0.85986E+00    0.14394E+02
   360    0.91688E+03    0.87967E+00    0.14606E+02
   361    0.91878E+03    0.89982E+00    0.14817E+02
   362    0.92064E+03    0.92029E+00    0.15028E+02
   363    0.92244E+03    0.94110E+00    0.15239E+02
   364    0.92421E+03    0.96224E+00    0.15448E+02
   365    0.92592E+03    0.98372E+00    0.15657E+02
   366    0.92759E+03    0.10055E+01    0.15866E+02
   367    0.92922E+03    0.10277E+01    0.16073E+02
   368    0.93080E+03    0.10502E+01    0.16280E+02
   369    0.93233E+03    0.10731E+01    0.16486E+02
   370    0.93381E+03    0.10962E+01    0.16690E+02
   371    0.93525E+03    0.11198E+01    0.16894E+02
   372    0.93665E+03    0.11436E+01    0.17097E+02
   373    0.93800E+03    0.11678E+01    0.17298E+02
   374    0.93930E+03    0.11923E+01    0.17498E+02
   375    0.94057E+03    0.12172E+01    0.17697E+02
   376    0.94178E+03    0.12423E+01    0.17894E+02
   377    0.94296E+03    0.12678E+01    0.18089E+02
   378    0.94409E+03    0.12935E+01    0.18284E+02
   379    0.94518E+03    0.13196E+01    0.18476E+02
   380    0.94623E+03    0.13460E+01    0.18667E+02
   381    0.94724E+03    0.13726E+01    0.18856E+02
   382    0.94821E+03    0.13996E+01    0.19043E+02
   383    0.94913E+03    0.14268E+01    0.19228E+02
   384    0.95002E+03    0.14543E+01    0.19411E+02
   385    0.95086E+03    0.14821E+01    0.19592E+02
   386    0.95167E+03    0.15102E+01    0.19771E+02
   387    0.95244E+03    0.15385E+01    0.19947E+02
   388    0.95317E+03    0.15671E+01    0.20122E+02
   389    0.95386E+03    0.15960E+01    0.20294E+02
   390    0.95452E+03    0.16251E+01    0.20463E+02
   391    0.95513E+03    0.16545E+01    0.20630E+02
   392    0.95572E+03    0.16841E+01    0.20794E+02
   393    0.95626E+03    0.17140E+01    0.20956E+02
   394    0.95677E+03    0.17441E+01    0.21115E+02
   395    0.95724E+03    0.17745E+01    0.21271E+02
   396    0.95768E+03    0.18050E+01    0.21425E+02
   397    0.95809E+03    0.18358E+01    0.21575E+02
   398    0.95846E+03    0.18669E+01    0.21722E+02
   399    0.95880E+03    0.18981E+01    0.21867E+02
   400    0.95910E+03    0.19295E+01    0.22008E+02
   401    0.95937E+03    0.19612E+01    0.22145E+02
   402    0.95961E+03    0.19931E+01    0.22280E+02
   403    0.95982E+03    0.20252E+01    0.22411E+02
   404    0.96000E+03    0.20574E+01    0.22539E+02
   405    0.96014E+03    0.20899E+01    0.22663E+02
   406    0.96026E+03    0.21225E+01    0.22784E+02
   407    0.96034E+03    0.21554E+01    0.22900E+02
   408    0.96040E+03    0.21884E+01    0.23014E+02
   409    0.96042E+03    0.22216E+01    0.23123E+02
   410    0.96042E+03    0.22550E+01    0.23228E+02
   411    0.96039E+03    0.22885E+01    0.23330E+02
   412    0.96033E+03    0.23222E+01    0.23427E+02
   413    0.96025E+03    0.23560E+01    0.23521E+02
   414    0.96014E+03    0.23900E+01    0.23610E+02
   415    0.96000E+03    0.24241E+01    0.23696E+02
   416    0.95984E+03    0.24583E+01    0.23777E+02
   417    0.95966E+03    0.24926E+01    0.23854E+02
   418    0.95946E+03    0.25270E+01    0.23927E+02
   419    0.95923E+03    0.25615E+01    0.23996E+02
   420    0.95899E+03    0.25961E+01    0.24061E+02
   421    0.95872E+03    0.26307E+01    0.24121E+02
   422    0.95844E+03    0.26654E+01    0.24178E+02
   423    0.95814E+03    0.27002E+01    0.24230E+02
   424    0.95782E+03    0.27349E+01    0.24277E+02
   425    0.95749E+03    0.27697E+01    0.24321E+02
   426    0.95714E+03    0.28045E+01    0.24360E+02
   427    0.95678E+03    0.28393E+01    0.24394E+02
   428    0.95640E+03    0.28741E+01    0.24425E+02
   429    0.95602E+03    0.29089E+01    0.24450E+02
   430    0.95562E+03    0.29436E+01    0.24472E+02
   431    0.95521E+03    0.29783E+01    0.24489E+02
   432    0.95479E+03    0.30130E+01    0.24501E+02
   433    0.95437E+03    0.30476E+01    0.24509E+02
   434    0.95394E+03    0.30821E+01    0.24513E+02
   435    0.95350E+03    0.31165E+01    0.24512E+02
   436    0.95305E+03    0.31509E+01    0.24506E+02
   437    0.95260E+03    0.31851E+01    0.24495E+02
   438    0.95214E+03    0.32192E+01    0.24480E+02
   439    0.95169E+03    0.32533E+01    0.24461E+02
   440    0.95123E+03    0.32871E+01    0.24436E+02
   441    0.95076E+03    0.33209E+01    0.24407E+02
   442    0.95030E+03    0.33544E+01    0.24374E+02
   443    0.94984E+03    0.33878E+01    0.24335E+02
   444    0.94938E+03    0.34211E+01    0.24292E+02
   445    0.94892E+03    0.34541E+01    0.24243E+02
   446    0.94847E+03    0.34870E+01    0.24190E+02
   447    0.94802E+03    0.35196E+01    0.24132E+02
   448    0.94758E+03    0.35520E+01    0.24069E+02
   449    0.94714E+03    0.35842E+01    0.24002E+02
   450    0.94671E+03    0.36162E+01    0.23929E+02
   451    0.94628E+03    0.36479E+01    0.23851E+02
   452    0.94587E+03    0.36794E+01    0.23769E+02
   453    0.94546E+03    0.37105E+01    0.23681E+02
   454    0.94506E+03    0.37415E+01    0.23588E+02
   455    0.94468E+03    0.37721E+01    0.23491E+02
   456    0.94431E+03    0.38024E+01    0.23388E+02
   457    0.94395E+03    0.38324E+01    0.23281E+02
   458    0.94360E+03    0.38621E+01    0.23169E+02
   459    0.94327E+03    0.38915E+01    0.23052E+02
   460    0.94295E+03    0.39205E+01    0.22930E+02
   461    0.94265E+03    0.39492E+01    0.22804E+02
   462    0.94237E+03    0.39775E+01    0.22673E+02
   463    0.94210E+03    0.40054E+01    0.22538E+02
   464    0.94185E+03    0.40330E+01    0.22398E+02
   465    0.94163E+03    0.40602E+01    0.22254E+02
   466    0.94142E+03    0.40870E+01    0.22105E+02
   467    0.94123E+03    0.41134E+01    0.21952E+02
   468    0.94106E+03    0.41394E+01    0.21794E+02
   469    0.94092E+03    0.41649E+01    0.21632E+02
   470    0.94080E+03    0.41900E+01    0.21466E+02
   471    0.94070E+03    0.42147E+01    0.21296E+02
   472    0.94063E+03    0.42389E+01    0.21122E+02
   473    0.94058E+03    0.42626E+01    0.20943E+02
   474    0.94056E+03    0.42859E+01    0.20761E+02
   475    0.94057E+03    0.43087E+01    0.20574E+02
   476    0.94060E+03    0.43309E+01    0.20384E+02
   477    0.94067E+03    0.43527E+01    0.20190E+02
   478    0.94076E+03    0.43740E+01    0.19991E+02
   479    0.94088E+03    0.43947E+01    0.19789E+02
   480    0.94104E+03    0.44149E+01    0.19583E+02
   481    0.94122E+03    0.44346E+01    0.19374E+02
   482    0.94144E+03    0.44537E+01    0.19161E+02
   483    0.94170E+03    0.44723E+01    0.18944E+02
   484    0.94198E+03    0.44902E+01    0.18723E+02
   485    0.94230E+03    0.45076E+01    0.18499E+02
   486    0.94266E+03    0.45244E+01    0.18272E+02
   487    0.94306E+03    0.45406E+01    0.18041E+02
   488    0.94349E+03    0.45562E+01    0.17806E+02
   489    0.94396E+03    0.45711E+01    0.17569E+02
   490    0.94447E+03    0.45854E+01    0.17328E+02
   491    0.94502E+03    0.45991E+01    0.17083E+02
   492    0.94561E+03    0.46122E+01    0.16836E+02
   493    0.94624E+03    0.46245E+01    0.16585E+02
   494    0.94692E+03    0.46362E+01    0.16331E+02
   495    0.94764E+03    0.46472E+01    0.16075E+02
   496    0.94840E+03    0.46576E+01    0.15815E+02
   497    0.94920E+03    0.46672E+01    0.15552E+02
   498    0.95005E+03    0.46762E+01    0.15286E+02
   499    0.95094E+03    0.46845E+01    0.15018E+02
   500    0.95188E+03    0.46921E+01    0.14747E+02
   501    0.95286E+03    0.46991E+01    0.14473E+02
   502    0.95388E+03    0.47054E+01    0.14197E+02
   503    0.95496E+03    0.47110E+01    0.13919E+02
   504    0.95607E+03    0.47159E+01    0.13638E+02
   505    0.95723E+03    0.47202E+01    0.13355E+02
   506    0.95844E+03    0.47238E+01    0.13070E+02
   507    0.95969E+03    0.47268E+01    0.12783E+02
   508    0.96099E+03    0.47291E+01    0.12493E+02
