#    L    TT             EE             TE          
    47    0.15273E+05    0.32292E-01   -0.27154E+01
    48    0.15919E+05    0.36318E-01   -0.29878E+01
    49    0.16578E+05    0.40752E-01   -0.32808E+01
    50    0.17251E+05    0.45630E-01   -0.35947E+01
    51    0.17936E+05    0.50986E-01   -0.39302E+01
    52    0.18635E+05    0.56846E-01   -0.42887E+01
    53    0.19347E+05    0.63232E-01   -0.46717E+01
    54    0.20073E+05    0.70166E-01   -0.50809E+01
    55    0.20812E+05    0.77671E-01   -0.55179E+01
    56    0.21564E+05    0.85774E-01   -0.59843E+01
    57    0.22329E+05    0.94518E-01   -0.64815E+01
    58    0.23108E+05    0.10395E+00   -0.70111E+01
    59    0.23900E+05    0.11412E+00   -0.75746E+01
    60    0.24705E+05    0.12507E+00   -0.81736E+01
    61    0.25524E+05    0.13684E+00   -0.88096E+01
    62    0.26357E+05    0.14949E+00   -0.94844E+01
    63    0.27203E+05    0.16305E+00   -0.10200E+02
    64    0.28062E+05    0.17755E+00   -0.10958E+02
    65    0.28935E+05    0.19304E+00   -0.11759E+02
    66    0.29822E+05    0.20957E+00   -0.12607E+02
    67    0.30722E+05    0.22717E+00   -0.13502E+02
    68    0.31635E+05    0.24589E+00   -0.14445E+02
    69    0.32563E+05    0.26578E+00   -0.15436E+02
    70    0.33505E+05    0.28689E+00   -0.16478E+02
    71    0.34460E+05    0.30926E+00   -0.17570E+02
    72    0.35430E+05    0.33294E+00   -0.18716E+02
    73    0.36414E+05    0.35798E+00   -0.19918E+02
    74    0.37411E+05    0.38443E+00   -0.21179E+02
    75    0.38422E+05    0.41235E+00   -0.22501E+02
    76    0.39447E+05    0.44177E+00   -0.23886E+02
    77    0.40485E+05    0.47276E+00   -0.25338E+02
    78    0.41537E+05    0.50535E+00   -0.26856E+02
    79    0.42604E+05    0.53961E+00   -0.28444E+02
    80    0.43684E+05    0.57558E+00   -0.30102E+02
    81    0.44779E+05    0.61332E+00   -0.31833E+02
    82    0.45888E+05    0.65286E+00   -0.33636E+02
    83    0.47012E+05    0.69426E+00   -0.35514E+02
    84    0.48150E+05    0.73755E+00   -0.37467E+02
    85    0.49303E+05    0.78280E+00   -0.39494E+02
    86    0.50470E+05    0.83003E+00   -0.41599E+02
    87    0.51653E+05    0.87931E+00   -0.43782E+02
    88    0.52849E+05    0.93069E+00   -0.46047E+02
    89    0.54061E+05    0.98422E+00   -0.48396E+02
    90    0.55286E+05    0.10400E+01   -0.50832E+02
    91    0.56527E+05    0.10980E+01   -0.53358E+02
    92    0.57782E+05    0.11582E+01   -0.55973E+02
    93    0.59052E+05    0.12208E+01   -0.58680E+02
    94    0.60336E+05    0.12858E+01   -0.61478E+02
    95    0.61636E+05    0.13531E+01   -0.64369E+02
    96    0.62950E+05    0.14228E+01   -0.67353E+02
    97    0.64280E+05    0.14949E+01   -0.70431E+02
    98    0.65624E+05    0.15695E+01   -0.73603E+02
    99    0.66984E+05    0.16466E+01   -0.76871E+02
   100    0.68359E+05    0.17262E+01   -0.80235E+02
   101    0.69750E+05    0.18083E+01   -0.83695E+02
   102    0.71155E+05    0.18930E+01   -0.87253E+02
   103    0.72577E+05    0.19802E+01   -0.90909E+02
   104    0.74014E+05    0.20701E+01   -0.94663E+02
   105    0.75466E+05    0.21626E+01   -0.98517E+02
   106    0.76935E+05    0.22578E+01   -0.10247E+03
   107    0.78419E+05    0.23557E+01   -0.10653E+03
   108    0.79919E+05    0.24563E+01   -0.11068E+03
   109    0.81435E+05    0.25597E+01   -0.11494E+03
   110    0.82967E+05    0.26659E+01   -0.11931E+03
   111    0.84515E+05    0.27748E+01   -0.12377E+03
   112    0.86080E+05    0.28866E+01   -0.12834E+03
   113    0.87660E+05    0.30012E+01   -0.13301E+03
   114    0.89258E+05    0.31186E+01   -0.13778E+03
   115    0.90871E+05    0.32387E+01   -0.14264E+03
   116    0.92501E+05    0.33617E+01   -0.14760E+03
   117    0.94147E+05    0.34875E+01   -0.15265E+03
   118    0.95810E+05    0.36161E+01   -0.15780E+03
   119    0.97489E+05    0.37474E+01   -0.16303E+03
   120    0.99185E+05    0.38816E+01   -0.16836E+03
   121    0.10090E+06    0.40186E+01   -0.17377E+03
   122    0.10263E+06    0.41583E+01   -0.17926E+03
   123    0.10437E+06    0.43009E+01   -0.18484E+03
   124    0.10614E+06    0.44462E+01   -0.19050E+03
   125    0.10792E+06    0.45943E+01   -0.19624E+03
   126    0.10971E+06    0.47452E+01   -0.20206E+03
   127    0.11153E+06    0.48989E+01   -0.20795E+03
   128    0.11336E+06    0.50554E+01   -0.21392E+03
   129    0.11521E+06    0.52146E+01   -0.21997E+03
   130    0.11707E+06    0.53767E+01   -0.22608E+03
   131    0.11895E+06    0.55415E+01   -0.23227E+03
   132    0.12085E+06    0.57091E+01   -0.23851E+03
   133    0.12277E+06    0.58794E+01   -0.24482E+03
   134    0.12470E+06    0.60524E+01   -0.25118E+03
   135    0.12666E+06    0.62282E+01   -0.25759E+03
   136    0.12862E+06    0.64067E+01   -0.26403E+03
   137    0.13061E+06    0.65879E+01   -0.27052E+03
   138    0.13261E+06    0.67718E+01   -0.27703E+03
   139    0.13463E+06    0.69584E+01   -0.28358E+03
   140    0.13667E+06    0.71476E+01   -0.29014E+03
   141    0.13873E+06    0.73395E+01   -0.29671E+03
   142    0.14080E+06    0.75340E+01   -0.30329E+03
   143    0.14289E+06    0.77311E+01   -0.30988E+03
   144    0.14500E+06    0.79308E+01   -0.31646E+03
   145    0.14713E+06    0.81331E+01   -0.32303E+03
   146    0.14927E+06    0.83380E+01   -0.32959E+03
   147    0.15143E+06    0.85455E+01   -0.33614E+03
   148    0.15361E+06    0.87555E+01   -0.34265E+03
   149    0.15581E+06    0.89681E+01   -0.34914E+03
   150    0.15802E+06    0.91831E+01   -0.35558E+03
   151    0.16025E+06    0.94008E+01   -0.36199E+03
   152    0.16250E+06    0.96211E+01   -0.36835E+03
   153    0.16477E+06    0.98444E+01   -0.37464E+03
   154    0.16706E+06    0.10071E+02   -0.38087E+03
   155    0.16936E+06    0.10301E+02   -0.38702E+03
   156    0.17168E+06    0.10534E+02   -0.39309E+03
   157    0.17401E+06    0.10771E+02   -0.39906E+03
   158    0.17637E+06    0.11012E+02   -0.40493E+03
   159    0.17874E+06    0.11257E+02   -0.41068E+03
   160    0.18113E+06    0.11507E+02   -0.41632E+03
   161    0.18353E+06    0.11761E+02   -0.42183E+03
   162    0.18595E+06    0.12020E+02   -0.42719E+03
   163    0.18839E+06    0.12285E+02   -0.43241E+03
   164    0.19085E+06    0.12554E+02   -0.43748E+03
   165    0.19332E+06    0.12829E+02   -0.44238E+03
   166    0.19581E+06    0.13109E+02   -0.44711E+03
   167    0.19831E+06    0.13395E+02   -0.45165E+03
   168    0.20084E+06    0.13688E+02   -0.45601E+03
   169    0.20337E+06    0.13986E+02   -0.46016E+03
   170    0.20593E+06    0.14291E+02   -0.46411E+03
   171    0.20850E+06    0.14603E+02   -0.46784E+03
   172    0.21108E+06    0.14922E+02   -0.47135E+03
   173    0.21369E+06    0.15248E+02   -0.47462E+03
   174    0.21630E+06    0.15581E+02   -0.47764E+03
   175    0.21894E+06    0.15922E+02   -0.48042E+03
   176    0.22159E+06    0.16270E+02   -0.48293E+03
   177    0.22425E+06    0.16627E+02   -0.48517E+03
   178    0.22693E+06    0.16992E+02   -0.48713E+03
   179    0.22963E+06    0.17367E+02   -0.48879E+03
   180    0.23234E+06    0.17753E+02   -0.49014E+03
   181    0.23506E+06    0.18148E+02   -0.49118E+03
   182    0.23780E+06    0.18555E+02   -0.49188E+03
   183    0.24056E+06    0.18974E+02   -0.49224E+03
   184    0.24332E+06    0.19404E+02   -0.49225E+03
   185    0.24611E+06    0.19848E+02   -0.49189E+03
   186    0.24890E+06    0.20305E+02   -0.49115E+03
   187    0.25171E+06    0.20776E+02   -0.49003E+03
   188    0.25453E+06    0.21262E+02   -0.48850E+03
   189    0.25737E+06    0.21763E+02   -0.48656E+03
   190    0.26022E+06    0.22279E+02   -0.48419E+03
   191    0.26308E+06    0.22812E+02   -0.48139E+03
   192    0.26595E+06    0.23362E+02   -0.47814E+03
   193    0.26884E+06    0.23929E+02   -0.47443E+03
   194    0.27174E+06    0.24514E+02   -0.47026E+03
   195    0.27465E+06    0.25118E+02   -0.46559E+03
   196    0.27757E+06    0.25740E+02   -0.46044E+03
   197    0.28051E+06    0.26383E+02   -0.45477E+03
   198    0.28345E+06    0.27045E+02   -0.44859E+03
   199    0.28641E+06    0.27729E+02   -0.44188E+03
   200    0.28937E+06    0.28434E+02   -0.43463E+03
   201    0.29235E+06    0.29161E+02   -0.42683E+03
   202    0.29534E+06    0.29911E+02   -0.41847E+03
   203    0.29834E+06    0.30687E+02   -0.40956E+03
   204    0.30135E+06    0.31491E+02   -0.40009E+03
   205    0.30436E+06    0.32323E+02   -0.39006E+03
   206    0.30739E+06    0.33186E+02   -0.37947E+03
   207    0.31043E+06    0.34081E+02   -0.36832E+03
   208    0.31347E+06    0.35011E+02   -0.35661E+03
   209    0.31652E+06    0.35976E+02   -0.34433E+03
   210    0.31958E+06    0.36979E+02   -0.33149E+03
   211    0.32264E+06    0.38022E+02   -0.31809E+03
   212    0.32572E+06    0.39105E+02   -0.30411E+03
   213    0.32880E+06    0.40231E+02   -0.28957E+03
   214    0.33188E+06    0.41402E+02   -0.27445E+03
   215    0.33497E+06    0.42620E+02   -0.25877E+03
   216    0.33807E+06    0.43885E+02   -0.24251E+03
   217    0.34117E+06    0.45200E+02   -0.22568E+03
   218    0.34428E+06    0.46567E+02   -0.20827E+03
   219    0.34739E+06    0.47987E+02   -0.19028E+03
   220    0.35050E+06    0.49463E+02   -0.17172E+03
   221    0.35362E+06    0.50995E+02   -0.15258E+03
   222    0.35674E+06    0.52585E+02   -0.13285E+03
   223    0.35986E+06    0.54236E+02   -0.11254E+03
   224    0.36299E+06    0.55949E+02   -0.91654E+02
   225    0.36612E+06    0.57725E+02   -0.70178E+02
   226    0.36925E+06    0.59567E+02   -0.48115E+02
   227    0.37238E+06    0.61477E+02   -0.25466E+02
   228    0.37551E+06    0.63455E+02   -0.22265E+01
   229    0.37864E+06    0.65504E+02    0.21603E+02
   230    0.38178E+06    0.67625E+02    0.46024E+02
   231    0.38491E+06    0.69821E+02    0.71038E+02
   232    0.38804E+06    0.72093E+02    0.96647E+02
   233    0.39117E+06    0.74442E+02    0.12285E+03
   234    0.39431E+06    0.76871E+02    0.14965E+03
   235    0.39744E+06    0.79381E+02    0.17705E+03
   236    0.40056E+06    0.81974E+02    0.20505E+03
   237    0.40369E+06    0.84651E+02    0.23365E+03
   238    0.40681E+06    0.87415E+02    0.26285E+03
   239    0.40993E+06    0.90267E+02    0.29266E+03
   240    0.41305E+06    0.93209E+02    0.32307E+03
   241    0.41616E+06    0.96243E+02    0.35409E+03
   242    0.41927E+06    0.99370E+02    0.38572E+03
   243    0.42238E+06    0.10259E+03    0.41795E+03
   244    0.42548E+06    0.10591E+03    0.45076E+03
   245    0.42857E+06    0.10933E+03    0.48413E+03
   246    0.43166E+06    0.11285E+03    0.51804E+03
   247    0.43475E+06    0.11648E+03    0.55244E+03
   248    0.43783E+06    0.12021E+03    0.58733E+03
   249    0.44090E+06    0.12405E+03    0.62268E+03
   250    0.44397E+06    0.12801E+03    0.65845E+03
   251    0.44703E+06    0.13208E+03    0.69462E+03
   252    0.45008E+06    0.13626E+03    0.73117E+03
   253    0.45313E+06    0.14056E+03    0.76808E+03
   254    0.45617E+06    0.14498E+03    0.80530E+03
   255    0.45921E+06    0.14953E+03    0.84283E+03
   256    0.46223E+06    0.15420E+03    0.88063E+03
   257    0.46525E+06    0.15900E+03    0.91868E+03
   258    0.46826E+06    0.16393E+03    0.95695E+03
   259    0.47127E+06    0.16900E+03    0.99542E+03
   260    0.47426E+06    0.17420E+03    0.10341E+04
   261    0.47725E+06    0.17953E+03    0.10728E+04
   262    0.48022E+06    0.18501E+03    0.11117E+04
   263    0.48319E+06    0.19062E+03    0.11507E+04
   264    0.48615E+06    0.19639E+03    0.11898E+04
   265    0.48910E+06    0.20229E+03    0.12289E+04
   266    0.49204E+06    0.20835E+03    0.12680E+04
   267    0.49496E+06    0.21456E+03    0.13071E+04
   268    0.49788E+06    0.22092E+03    0.13462E+04
   269    0.50079E+06    0.22744E+03    0.13852E+04
   270    0.50369E+06    0.23412E+03    0.14241E+04
   271    0.50657E+06    0.24096E+03    0.14630E+04
   272    0.50945E+06    0.24796E+03    0.15016E+04
   273    0.51231E+06    0.25513E+03    0.15401E+04
   274    0.51516E+06    0.26246E+03    0.15785E+04
   275    0.51800E+06    0.26996E+03    0.16166E+04
   276    0.52083E+06    0.27764E+03    0.16544E+04
   277    0.52364E+06    0.28549E+03    0.16920E+04
   278    0.52644E+06    0.29352E+03    0.17293E+04
   279    0.52923E+06    0.30173E+03    0.17663E+04
   280    0.53201E+06    0.31012E+03    0.18029E+04
   281    0.53477E+06    0.31870E+03    0.18392E+04
   282    0.53752E+06    0.32746E+03    0.18751E+04
   283    0.54025E+06    0.33641E+03    0.19105E+04
   284    0.54297E+06    0.34556E+03    0.19455E+04
   285    0.54568E+06    0.35489E+03    0.19800E+04
   286    0.54837E+06    0.36442E+03    0.20140E+04
   287    0.55105E+06    0.37414E+03    0.20474E+04
   288    0.55371E+06    0.38406E+03    0.20803E+04
   289    0.55636E+06    0.39416E+03    0.21125E+04
   290    0.55900E+06    0.40446E+03    0.21440E+04
   291    0.56162E+06    0.41495E+03    0.21747E+04
   292    0.56423E+06    0.42564E+03    0.22047E+04
   293    0.56683E+06    0.43651E+03    0.22338E+04
   294    0.56942E+06    0.44757E+03    0.22621E+04
   295    0.57199E+06    0.45883E+03    0.22895E+04
   296    0.57455E+06    0.47027E+03    0.23159E+04
   297    0.57710E+06    0.48191E+03    0.23414E+04
   298    0.57964E+06    0.49373E+03    0.23658E+04
   299    0.58216E+06    0.50574E+03    0.23891E+04
   300    0.58468E+06    0.51795E+03    0.24113E+04
   301    0.58718E+06    0.53034E+03    0.24323E+04
   302    0.58967E+06    0.54291E+03    0.24521E+04
   303    0.59216E+06    0.55568E+03    0.24706E+04
   304    0.59463E+06    0.56863E+03    0.24879E+04
   305    0.59709E+06    0.58178E+03    0.25038E+04
   306    0.59954E+06    0.59510E+03    0.25183E+04
   307    0.60198E+06    0.60862E+03    0.25313E+04
   308    0.60441E+06    0.62232E+03    0.25429E+04
   309    0.60683E+06    0.63620E+03    0.25530E+04
   310    0.60925E+06    0.65028E+03    0.25615E+04
   311    0.61165E+06    0.66453E+03    0.25685E+04
   312    0.61404E+06    0.67898E+03    0.25737E+04
   313    0.61643E+06    0.69360E+03    0.25773E+04
   314    0.61881E+06    0.70841E+03    0.25791E+04
   315    0.62118E+06    0.72341E+03    0.25792E+04
   316    0.62354E+06    0.73859E+03    0.25774E+04
   317    0.62589E+06    0.75395E+03    0.25738E+04
   318    0.62823E+06    0.76949E+03    0.25683E+04
   319    0.63057E+06    0.78522E+03    0.25608E+04
   320    0.63290E+06    0.80113E+03    0.25513E+04
   321    0.63523E+06    0.81722E+03    0.25398E+04
   322    0.63754E+06    0.83349E+03    0.25262E+04
   323    0.63985E+06    0.84995E+03    0.25104E+04
   324    0.64216E+06    0.86658E+03    0.24925E+04
   325    0.64446E+06    0.88340E+03    0.24724E+04
   326    0.64675E+06    0.90040E+03    0.24500E+04
   327    0.64903E+06    0.91757E+03    0.24253E+04
   328    0.65131E+06    0.93492E+03    0.23983E+04
   329    0.65359E+06    0.95244E+03    0.23690E+04
   330    0.65586E+06    0.97012E+03    0.23373E+04
   331    0.65813E+06    0.98796E+03    0.23033E+04
   332    0.66040E+06    0.10060E+04    0.22669E+04
   333    0.66266E+06    0.10241E+04    0.22280E+04
   334    0.66493E+06    0.10424E+04    0.21868E+04
   335    0.66719E+06    0.10608E+04    0.21431E+04
   336    0.66945E+06    0.10793E+04    0.20970E+04
   337    0.67171E+06    0.10980E+04    0.20484E+04
   338    0.67398E+06    0.11168E+04    0.19974E+04
   339    0.67624E+06    0.11357E+04    0.19438E+04
   340    0.67851E+06    0.11547E+04    0.18878E+04
   341    0.68078E+06    0.11738E+04    0.18292E+04
   342    0.68306E+06    0.11930E+04    0.17681E+04
   343    0.68534E+06    0.12123E+04    0.17044E+04
   344    0.68762E+06    0.12317E+04    0.16381E+04
   345    0.68991E+06    0.12512E+04    0.15693E+04
   346    0.69221E+06    0.12707E+04    0.14978E+04
   347    0.69451E+06    0.12903E+04    0.14237E+04
   348    0.69683E+06    0.13100E+04    0.13470E+04
   349    0.69914E+06    0.13297E+04    0.12677E+04
   350    0.70147E+06    0.13495E+04    0.11856E+04
   351    0.70381E+06    0.13693E+04    0.11009E+04
   352    0.70616E+06    0.13892E+04    0.10135E+04
   353    0.70852E+06    0.14091E+04    0.92332E+03
   354    0.71089E+06    0.14290E+04    0.83043E+03
   355    0.71327E+06    0.14490E+04    0.73480E+03
   356    0.71566E+06    0.14689E+04    0.63639E+03
   357    0.71807E+06    0.14889E+04    0.53521E+03
   358    0.72050E+06    0.15089E+04    0.43123E+03
   359    0.72293E+06    0.15289E+04    0.32443E+03
   360    0.72538E+06    0.15489E+04    0.21480E+03
   361    0.72785E+06    0.15689E+04    0.10232E+03
   362    0.73034E+06    0.15888E+04   -0.13024E+02
   363    0.73284E+06    0.16088E+04   -0.13124E+03
   364    0.73536E+06    0.16287E+04   -0.25236E+03
   365    0.73790E+06    0.16486E+04   -0.37639E+03
   366    0.74045E+06    0.16684E+04   -0.50334E+03
   367    0.74303E+06    0.16883E+04   -0.63324E+03
   368    0.74563E+06    0.17080E+04   -0.76610E+03
   369    0.74824E+06    0.17277E+04   -0.90192E+03
   370    0.75088E+06    0.17474E+04   -0.10407E+04
   371    0.75354E+06    0.17669E+04   -0.11823E+04
   372    0.75623E+06    0.17864E+04   -0.13267E+04
   373    0.75894E+06    0.18059E+04   -0.14739E+04
   374    0.76167E+06    0.18252E+04   -0.16239E+04
   375    0.76442E+06    0.18444E+04   -0.17764E+04
   376    0.76720E+06    0.18635E+04   -0.19316E+04
   377    0.77001E+06    0.18826E+04   -0.20894E+04
   378    0.77284E+06    0.19015E+04   -0.22497E+04
   379    0.77569E+06    0.19202E+04   -0.24124E+04
   380    0.77858E+06    0.19389E+04   -0.25775E+04
   381    0.78149E+06    0.19574E+04   -0.27450E+04
   382    0.78443E+06    0.19757E+04   -0.29148E+04
   383    0.78740E+06    0.19939E+04   -0.30868E+04
   384    0.79039E+06    0.20120E+04   -0.32610E+04
   385    0.79342E+06    0.20298E+04   -0.34374E+04
   386    0.79648E+06    0.20475E+04   -0.36158E+04
   387    0.79956E+06    0.20650E+04   -0.37963E+04
   388    0.80268E+06    0.20824E+04   -0.39788E+04
   389    0.80583E+06    0.20995E+04   -0.41632E+04
   390    0.80901E+06    0.21164E+04   -0.43495E+04
   391    0.81223E+06    0.21331E+04   -0.45376E+04
   392    0.81548E+06    0.21496E+04   -0.47275E+04
   393    0.81876E+06    0.21659E+04   -0.49192E+04
   394    0.82207E+06    0.21819E+04   -0.51125E+04
   395    0.82542E+06    0.21977E+04   -0.53074E+04
   396    0.82881E+06    0.22133E+04   -0.55039E+04
   397    0.83223E+06    0.22286E+04   -0.57019E+04
   398    0.83569E+06    0.22436E+04   -0.59014E+04
   399    0.83919E+06    0.22584E+04   -0.61023E+04
   400    0.84272E+06    0.22729E+04   -0.63046E+04
   401    0.84629E+06    0.22871E+04   -0.65082E+04
   402    0.84990E+06    0.23010E+04   -0.67130E+04
   403    0.85355E+06    0.23146E+04   -0.69191E+04
   404    0.85724E+06    0.23279E+04   -0.71263E+04
   405    0.86097E+06    0.23409E+04   -0.73346E+04
   406    0.86474E+06    0.23536E+04   -0.75439E+04
   407    0.86855E+06    0.23660E+04   -0.77543E+04
   408    0.87240E+06    0.23780E+04   -0.79656E+04
   409    0.87630E+06    0.23897E+04   -0.81778E+04
   410    0.88024E+06    0.24010E+04   -0.83908E+04
   411    0.88422E+06    0.24120E+04   -0.86047E+04
   412    0.88824E+06    0.24227E+04   -0.88192E+04
   413    0.89231E+06    0.24330E+04   -0.90343E+04
   414    0.89642E+06    0.24429E+04   -0.92499E+04
   415    0.90057E+06    0.24525E+04   -0.94659E+04
   416    0.90477E+06    0.24617E+04   -0.96822E+04
   417    0.90901E+06    0.24706E+04   -0.98988E+04
   418    0.91329E+06    0.24791E+04   -0.10115E+05
   419    0.91761E+06    0.24873E+04   -0.10332E+05
   420    0.92197E+06    0.24952E+04   -0.10549E+05
   421    0.92638E+06    0.25027E+04   -0.10765E+05
   422    0.93082E+06    0.25098E+04   -0.10981E+05
   423    0.93531E+06    0.25167E+04   -0.11197E+05
   424    0.93984E+06    0.25231E+04   -0.11412E+05
   425    0.94441E+06    0.25293E+04   -0.11627E+05
   426    0.94902E+06    0.25351E+04   -0.11841E+05
   427    0.95367E+06    0.25405E+04   -0.12054E+05
   428    0.95836E+06    0.25457E+04   -0.12266E+05
   429    0.96309E+06    0.25504E+04   -0.12478E+05
   430    0.96786E+06    0.25549E+04   -0.12688E+05
   431    0.97267E+06    0.25590E+04   -0.12897E+05
   432    0.97752E+06    0.25628E+04   -0.13105E+05
   433    0.98241E+06    0.25662E+04   -0.13312E+05
   434    0.98734E+06    0.25694E+04   -0.13517E+05
   435    0.99231E+06    0.25722E+04   -0.13721E+05
   436    0.99731E+06    0.25746E+04   -0.13923E+05
   437    0.10024E+07    0.25767E+04   -0.14123E+05
   438    0.10074E+07    0.25785E+04   -0.14321E+05
   439    0.10126E+07    0.25800E+04   -0.14518E+05
   440    0.10177E+07    0.25812E+04   -0.14712E+05
   441    0.10229E+07    0.25820E+04   -0.14904E+05
   442    0.10282E+07    0.25825E+04   -0.15095E+05
   443    0.10334E+07    0.25827E+04   -0.15282E+05
   444    0.10387E+07    0.25825E+04   -0.15468E+05
   445    0.10441E+07    0.25821E+04   -0.15650E+05
   446    0.10495E+07    0.25813E+04   -0.15831E+05
   447    0.10549E+07    0.25802E+04   -0.16008E+05
   448    0.10603E+07    0.25787E+04   -0.16183E+05
   449    0.10658E+07    0.25770E+04   -0.16355E+05
   450    0.10714E+07    0.25750E+04   -0.16523E+05
   451    0.10769E+07    0.25726E+04   -0.16689E+05
   452    0.10825E+07    0.25699E+04   -0.16851E+05
   453    0.10882E+07    0.25669E+04   -0.17011E+05
   454    0.10938E+07    0.25636E+04   -0.17166E+05
   455    0.10995E+07    0.25600E+04   -0.17319E+05
   456    0.11053E+07    0.25562E+04   -0.17468E+05
   457    0.11110E+07    0.25521E+04   -0.17613E+05
   458    0.11168E+07    0.25478E+04   -0.17755E+05
   459    0.11227E+07    0.25433E+04   -0.17894E+05
   460    0.11285E+07    0.25385E+04   -0.18028E+05
   461    0.11344E+07    0.25336E+04   -0.18159E+05
   462    0.11403E+07    0.25285E+04   -0.18287E+05
   463    0.11463E+07    0.25233E+04   -0.18410E+05
   464    0.11522E+07    0.25179E+04   -0.18530E+05
   465    0.11582E+07    0.25124E+04   -0.18646E+05
   466    0.11643E+07    0.25068E+04   -0.18757E+05
   467    0.11703E+07    0.25011E+04   -0.18865E+05
   468    0.11763E+07    0.24953E+04   -0.18969E+05
   469    0.11824E+07    0.24895E+04   -0.19069E+05
   470    0.11885E+07    0.24836E+04   -0.19165E+05
   471    0.11946E+07    0.24778E+04   -0.19256E+05
   472    0.12008E+07    0.24719E+04   -0.19343E+05
   473    0.12069E+07    0.24660E+04   -0.19426E+05
   474    0.12131E+07    0.24601E+04   -0.19505E+05
   475    0.12193E+07    0.24543E+04   -0.19579E+05
   476    0.12255E+07    0.24485E+04   -0.19649E+05
   477    0.12317E+07    0.24428E+04   -0.19714E+05
   478    0.12379E+07    0.24372E+04   -0.19775E+05
   479    0.12441E+07    0.24317E+04   -0.19831E+05
   480    0.12504E+07    0.24264E+04   -0.19883E+05
   481    0.12566E+07    0.24211E+04   -0.19930E+05
   482    0.12629E+07    0.24160E+04   -0.19972E+05
   483    0.12692E+07    0.24111E+04   -0.20010E+05
   484    0.12755E+07    0.24064E+04   -0.20043E+05
   485    0.12817E+07    0.24018E+04   -0.20070E+05
   486    0.12880E+07    0.23975E+04   -0.20093E+05
   487    0.12943E+07    0.23934E+04   -0.20111E+05
   488    0.13006E+07    0.23896E+04   -0.20124E+05
   489    0.13069E+07    0.23860E+04   -0.20132E+05
   490    0.13132E+07    0.23827E+04   -0.20135E+05
   491    0.13195E+07    0.23797E+04   -0.20132E+05
   492    0.13258E+07    0.23770E+04   -0.20125E+05
   493    0.13321E+07    0.23747E+04   -0.20112E+05
   494    0.13384E+07    0.23727E+04   -0.20094E+05
   495    0.13447E+07    0.23710E+04   -0.20070E+05
   496    0.13510E+07    0.23697E+04   -0.20042E+05
   497    0.13572E+07    0.23689E+04   -0.20008E+05
   498    0.13635E+07    0.23685E+04   -0.19969E+05
   499    0.13698E+07    0.23685E+04   -0.19925E+05
   500    0.13760E+07    0.23690E+04   -0.19876E+05
   501    0.13823E+07    0.23700E+04   -0.19822E+05
   502    0.13885E+07    0.23716E+04   -0.19763E+05
   503    0.13947E+07    0.23736E+04   -0.19700E+05
   504    0.14010E+07    0.23763E+04   -0.19632E+05
   505    0.14072E+07    0.23795E+04   -0.19560E+05
