#    L    TT             EE             BB             TE          
     2    0.44266E-07    0.21582E-10    0.23538E-10    0.37307E-09
     3    0.77197E-07    0.44653E-10    0.47452E-10    0.29462E-09
     4    0.12705E-06    0.96489E-10    0.98212E-10   -0.50511E-11
     5    0.19416E-06    0.15317E-09    0.15338E-09   -0.56413E-09
     6    0.27803E-06    0.21730E-09    0.21430E-09   -0.13744E-08
     7    0.37808E-06    0.29258E-09    0.28540E-09   -0.23674E-08
     8    0.49650E-06    0.37735E-09    0.36675E-09   -0.35300E-08
     9    0.63073E-06    0.46969E-09    0.45706E-09   -0.48069E-08
    10    0.77964E-06    0.56859E-09    0.55586E-09   -0.61845E-08
    11    0.94612E-06    0.67415E-09    0.66333E-09   -0.76990E-08
    12    0.11306E-05    0.78805E-09    0.77960E-09   -0.93627E-08
    13    0.13318E-05    0.91134E-09    0.90469E-09   -0.11175E-07
    14    0.15483E-05    0.10447E-08    0.10385E-08   -0.13137E-07
    15    0.17780E-05    0.11879E-08    0.11807E-08   -0.15264E-07
    16    0.20194E-05    0.13407E-08    0.13307E-08   -0.17574E-07
    17    0.22722E-05    0.15021E-08    0.14884E-08   -0.20070E-07
    18    0.25364E-05    0.16712E-08    0.16536E-08   -0.22753E-07
    19    0.28110E-05    0.18478E-08    0.18256E-08   -0.25629E-07
    20    0.30949E-05    0.20321E-08    0.20042E-08   -0.28698E-07
    21    0.33862E-05    0.22239E-08    0.21891E-08   -0.31940E-07
    22    0.36832E-05    0.24231E-08    0.23800E-08   -0.35333E-07
    23    0.39861E-05    0.26293E-08    0.25767E-08   -0.38862E-07
    24    0.42953E-05    0.28423E-08    0.27787E-08   -0.42513E-07
    25    0.46091E-05    0.30617E-08    0.29859E-08   -0.46264E-07
    26    0.49260E-05    0.32868E-08    0.31978E-08   -0.50090E-07
    27    0.52458E-05    0.35169E-08    0.34146E-08   -0.53964E-07
    28    0.55688E-05    0.37516E-08    0.36362E-08   -0.57860E-07
    29    0.58941E-05    0.39927E-08    0.38625E-08   -0.61770E-07
    30    0.62211E-05    0.42418E-08    0.40934E-08   -0.65681E-07
    31    0.65491E-05    0.44985E-08    0.43286E-08   -0.69561E-07
    32    0.68779E-05    0.47614E-08    0.45678E-08   -0.73373E-07
    33    0.72077E-05    0.50291E-08    0.48110E-08   -0.77080E-07
    34    0.75388E-05    0.53004E-08    0.50576E-08   -0.80655E-07
    35    0.78702E-05    0.55761E-08    0.53071E-08   -0.84104E-07
    36    0.82014E-05    0.58571E-08    0.55590E-08   -0.87435E-07
    37    0.85324E-05    0.61427E-08    0.58137E-08   -0.90613E-07
    38    0.88637E-05    0.64321E-08    0.60714E-08   -0.93598E-07
    39    0.91951E-05    0.67249E-08    0.63316E-08   -0.96370E-07
    40    0.95267E-05    0.70207E-08    0.65938E-08   -0.98913E-07
    41    0.98582E-05    0.73195E-08    0.68574E-08   -0.10121E-06
    42    0.10190E-04    0.76210E-08    0.71221E-08   -0.10326E-06
    43    0.10522E-04    0.79254E-08    0.73880E-08   -0.10504E-06
    44    0.10854E-04    0.82326E-08    0.76549E-08   -0.10654E-06
    45    0.11187E-04    0.85426E-08    0.79227E-08   -0.10777E-06
    46    0.11521E-04    0.88553E-08    0.81914E-08   -0.10870E-06
    47    0.11856E-04    0.91706E-08    0.84608E-08   -0.10933E-06
    48    0.12192E-04    0.94882E-08    0.87307E-08   -0.10966E-06
    49    0.12530E-04    0.98078E-08    0.90008E-08   -0.10969E-06
