#    L    TT             EE             TE          
    78    0.11019E+00    0.25958E-04   -0.69596E-03
    79    0.11202E+00    0.27059E-04   -0.72446E-03
    80    0.11386E+00    0.28186E-04   -0.75364E-03
    81    0.11570E+00    0.29340E-04   -0.78349E-03
    82    0.11754E+00    0.30520E-04   -0.81401E-03
    83    0.11939E+00    0.31726E-04   -0.84518E-03
    84    0.12124E+00    0.32957E-04   -0.87700E-03
    85    0.12310E+00    0.34213E-04   -0.90948E-03
    86    0.12497E+00    0.35495E-04   -0.94260E-03
    87    0.12684E+00    0.36801E-04   -0.97637E-03
    88    0.12871E+00    0.38133E-04   -0.10108E-02
    89    0.13059E+00    0.39489E-04   -0.10459E-02
    90    0.13248E+00    0.40871E-04   -0.10816E-02
    91    0.13438E+00    0.42277E-04   -0.11181E-02
    92    0.13628E+00    0.43707E-04   -0.11552E-02
    93    0.13818E+00    0.45162E-04   -0.11929E-02
    94    0.14009E+00    0.46639E-04   -0.12313E-02
    95    0.14201E+00    0.48138E-04   -0.12703E-02
    96    0.14394E+00    0.49660E-04   -0.13100E-02
    97    0.14587E+00    0.51202E-04   -0.13502E-02
    98    0.14781E+00    0.52765E-04   -0.13911E-02
    99    0.14975E+00    0.54347E-04   -0.14325E-02
   100    0.15171E+00    0.55949E-04   -0.14745E-02
   101    0.15367E+00    0.57570E-04   -0.15171E-02
   102    0.15563E+00    0.59208E-04   -0.15603E-02
   103    0.15761E+00    0.60863E-04   -0.16040E-02
   104    0.15959E+00    0.62535E-04   -0.16483E-02
   105    0.16158E+00    0.64223E-04   -0.16931E-02
   106    0.16357E+00    0.65927E-04   -0.17384E-02
   107    0.16558E+00    0.67645E-04   -0.17842E-02
   108    0.16759E+00    0.69377E-04   -0.18306E-02
   109    0.16961E+00    0.71123E-04   -0.18774E-02
   110    0.17164E+00    0.72881E-04   -0.19247E-02
   111    0.17368E+00    0.74652E-04   -0.19725E-02
   112    0.17572E+00    0.76434E-04   -0.20207E-02
   113    0.17778E+00    0.78228E-04   -0.20694E-02
   114    0.17984E+00    0.80033E-04   -0.21186E-02
   115    0.18191E+00    0.81848E-04   -0.21681E-02
   116    0.18400E+00    0.83674E-04   -0.22182E-02
   117    0.18609E+00    0.85509E-04   -0.22686E-02
   118    0.18819E+00    0.87354E-04   -0.23195E-02
   119    0.19030E+00    0.89209E-04   -0.23708E-02
   120    0.19242E+00    0.91072E-04   -0.24225E-02
   121    0.19455E+00    0.92943E-04   -0.24746E-02
   122    0.19669E+00    0.94822E-04   -0.25270E-02
   123    0.19884E+00    0.96709E-04   -0.25799E-02
   124    0.20100E+00    0.98603E-04   -0.26331E-02
   125    0.20317E+00    0.10050E-03   -0.26867E-02
   126    0.20536E+00    0.10241E-03   -0.27407E-02
   127    0.20755E+00    0.10433E-03   -0.27950E-02
   128    0.20976E+00    0.10625E-03   -0.28497E-02
   129    0.21198E+00    0.10817E-03   -0.29047E-02
   130    0.21421E+00    0.11010E-03   -0.29600E-02
   131    0.21645E+00    0.11203E-03   -0.30156E-02
   132    0.21870E+00    0.11397E-03   -0.30715E-02
   133    0.22097E+00    0.11591E-03   -0.31278E-02
   134    0.22324E+00    0.11786E-03   -0.31842E-02
   135    0.22553E+00    0.11980E-03   -0.32409E-02
   136    0.22782E+00    0.12174E-03   -0.32977E-02
   137    0.23013E+00    0.12369E-03   -0.33547E-02
   138    0.23244E+00    0.12563E-03   -0.34119E-02
   139    0.23477E+00    0.12757E-03   -0.34691E-02
   140    0.23710E+00    0.12950E-03   -0.35264E-02
   141    0.23944E+00    0.13143E-03   -0.35838E-02
   142    0.24179E+00    0.13335E-03   -0.36412E-02
   143    0.24414E+00    0.13527E-03   -0.36987E-02
   144    0.24650E+00    0.13718E-03   -0.37560E-02
   145    0.24887E+00    0.13908E-03   -0.38134E-02
   146    0.25125E+00    0.14098E-03   -0.38706E-02
   147    0.25363E+00    0.14286E-03   -0.39278E-02
   148    0.25601E+00    0.14473E-03   -0.39848E-02
   149    0.25840E+00    0.14659E-03   -0.40417E-02
   150    0.26080E+00    0.14844E-03   -0.40983E-02
   151    0.26320E+00    0.15027E-03   -0.41548E-02
   152    0.26560E+00    0.15209E-03   -0.42110E-02
   153    0.26800E+00    0.15389E-03   -0.42669E-02
   154    0.27042E+00    0.15566E-03   -0.43225E-02
   155    0.27283E+00    0.15742E-03   -0.43776E-02
   156    0.27525E+00    0.15914E-03   -0.44324E-02
   157    0.27767E+00    0.16084E-03   -0.44867E-02
   158    0.28009E+00    0.16250E-03   -0.45405E-02
   159    0.28252E+00    0.16414E-03   -0.45938E-02
   160    0.28495E+00    0.16573E-03   -0.46465E-02
   161    0.28738E+00    0.16729E-03   -0.46986E-02
   162    0.28982E+00    0.16880E-03   -0.47500E-02
   163    0.29226E+00    0.17028E-03   -0.48007E-02
   164    0.29470E+00    0.17170E-03   -0.48506E-02
   165    0.29715E+00    0.17308E-03   -0.48998E-02
   166    0.29959E+00    0.17440E-03   -0.49481E-02
   167    0.30204E+00    0.17567E-03   -0.49956E-02
   168    0.30450E+00    0.17689E-03   -0.50422E-02
   169    0.30695E+00    0.17804E-03   -0.50878E-02
   170    0.30941E+00    0.17913E-03   -0.51324E-02
   171    0.31187E+00    0.18016E-03   -0.51760E-02
   172    0.31433E+00    0.18113E-03   -0.52185E-02
   173    0.31679E+00    0.18202E-03   -0.52599E-02
   174    0.31925E+00    0.18285E-03   -0.53002E-02
   175    0.32172E+00    0.18359E-03   -0.53393E-02
   176    0.32418E+00    0.18427E-03   -0.53771E-02
   177    0.32665E+00    0.18486E-03   -0.54136E-02
   178    0.32912E+00    0.18539E-03   -0.54489E-02
   179    0.33159E+00    0.18584E-03   -0.54829E-02
   180    0.33405E+00    0.18622E-03   -0.55156E-02
   181    0.33652E+00    0.18652E-03   -0.55469E-02
   182    0.33898E+00    0.18676E-03   -0.55769E-02
   183    0.34144E+00    0.18693E-03   -0.56055E-02
   184    0.34390E+00    0.18703E-03   -0.56327E-02
   185    0.34636E+00    0.18706E-03   -0.56585E-02
   186    0.34881E+00    0.18703E-03   -0.56828E-02
   187    0.35125E+00    0.18693E-03   -0.57057E-02
   188    0.35369E+00    0.18677E-03   -0.57271E-02
   189    0.35612E+00    0.18655E-03   -0.57470E-02
   190    0.35855E+00    0.18627E-03   -0.57653E-02
   191    0.36097E+00    0.18593E-03   -0.57822E-02
   192    0.36338E+00    0.18552E-03   -0.57974E-02
   193    0.36578E+00    0.18506E-03   -0.58111E-02
   194    0.36818E+00    0.18455E-03   -0.58232E-02
   195    0.37056E+00    0.18397E-03   -0.58336E-02
   196    0.37294E+00    0.18335E-03   -0.58424E-02
   197    0.37530E+00    0.18267E-03   -0.58495E-02
   198    0.37765E+00    0.18193E-03   -0.58550E-02
   199    0.37999E+00    0.18115E-03   -0.58587E-02
   200    0.38232E+00    0.18032E-03   -0.58607E-02
   201    0.38463E+00    0.17943E-03   -0.58610E-02
   202    0.38693E+00    0.17850E-03   -0.58595E-02
   203    0.38922E+00    0.17752E-03   -0.58562E-02
   204    0.39149E+00    0.17650E-03   -0.58512E-02
   205    0.39375E+00    0.17543E-03   -0.58444E-02
   206    0.39600E+00    0.17432E-03   -0.58358E-02
   207    0.39822E+00    0.17317E-03   -0.58255E-02
   208    0.40044E+00    0.17198E-03   -0.58133E-02
   209    0.40263E+00    0.17075E-03   -0.57994E-02
   210    0.40481E+00    0.16949E-03   -0.57837E-02
   211    0.40697E+00    0.16819E-03   -0.57662E-02
   212    0.40912E+00    0.16685E-03   -0.57468E-02
   213    0.41124E+00    0.16548E-03   -0.57257E-02
   214    0.41335E+00    0.16408E-03   -0.57027E-02
   215    0.41544E+00    0.16265E-03   -0.56780E-02
   216    0.41751E+00    0.16119E-03   -0.56513E-02
   217    0.41956E+00    0.15970E-03   -0.56229E-02
   218    0.42160E+00    0.15818E-03   -0.55926E-02
   219    0.42361E+00    0.15664E-03   -0.55605E-02
   220    0.42560E+00    0.15507E-03   -0.55265E-02
   221    0.42757E+00    0.15348E-03   -0.54907E-02
   222    0.42951E+00    0.15188E-03   -0.54530E-02
   223    0.43144E+00    0.15025E-03   -0.54134E-02
   224    0.43335E+00    0.14860E-03   -0.53720E-02
   225    0.43523E+00    0.14693E-03   -0.53287E-02
   226    0.43709E+00    0.14525E-03   -0.52835E-02
   227    0.43892E+00    0.14355E-03   -0.52364E-02
   228    0.44073E+00    0.14184E-03   -0.51874E-02
   229    0.44252E+00    0.14012E-03   -0.51366E-02
   230    0.44428E+00    0.13839E-03   -0.50838E-02
   231    0.44602E+00    0.13665E-03   -0.50291E-02
   232    0.44773E+00    0.13490E-03   -0.49726E-02
   233    0.44942E+00    0.13314E-03   -0.49140E-02
   234    0.45108E+00    0.13138E-03   -0.48536E-02
   235    0.45271E+00    0.12961E-03   -0.47913E-02
   236    0.45432E+00    0.12784E-03   -0.47270E-02
   237    0.45590E+00    0.12607E-03   -0.46607E-02
   238    0.45745E+00    0.12430E-03   -0.45925E-02
   239    0.45897E+00    0.12252E-03   -0.45224E-02
   240    0.46047E+00    0.12076E-03   -0.44503E-02
   241    0.46194E+00    0.11899E-03   -0.43763E-02
   242    0.46337E+00    0.11723E-03   -0.43003E-02
   243    0.46478E+00    0.11548E-03   -0.42223E-02
   244    0.46616E+00    0.11374E-03   -0.41424E-02
   245    0.46750E+00    0.11200E-03   -0.40605E-02
   246    0.46882E+00    0.11028E-03   -0.39767E-02
   247    0.47011E+00    0.10858E-03   -0.38911E-02
   248    0.47136E+00    0.10689E-03   -0.38036E-02
   249    0.47259E+00    0.10523E-03   -0.37143E-02
   250    0.47378E+00    0.10358E-03   -0.36231E-02
   251    0.47494E+00    0.10196E-03   -0.35302E-02
   252    0.47607E+00    0.10037E-03   -0.34355E-02
   253    0.47717E+00    0.98807E-04   -0.33390E-02
   254    0.47823E+00    0.97276E-04   -0.32408E-02
   255    0.47927E+00    0.95779E-04   -0.31410E-02
   256    0.48027E+00    0.94318E-04   -0.30394E-02
   257    0.48124E+00    0.92895E-04   -0.29362E-02
   258    0.48217E+00    0.91513E-04   -0.28313E-02
   259    0.48308E+00    0.90174E-04   -0.27249E-02
   260    0.48395E+00    0.88881E-04   -0.26168E-02
   261    0.48478E+00    0.87635E-04   -0.25072E-02
   262    0.48558E+00    0.86439E-04   -0.23961E-02
   263    0.48635E+00    0.85296E-04   -0.22834E-02
   264    0.48708E+00    0.84207E-04   -0.21692E-02
   265    0.48778E+00    0.83174E-04   -0.20536E-02
   266    0.48845E+00    0.82201E-04   -0.19365E-02
   267    0.48908E+00    0.81290E-04   -0.18179E-02
   268    0.48967E+00    0.80442E-04   -0.16980E-02
   269    0.49023E+00    0.79660E-04   -0.15767E-02
   270    0.49076E+00    0.78946E-04   -0.14540E-02
   271    0.49125E+00    0.78303E-04   -0.13300E-02
   272    0.49170E+00    0.77733E-04   -0.12046E-02
   273    0.49211E+00    0.77238E-04   -0.10780E-02
   274    0.49249E+00    0.76821E-04   -0.95005E-03
   275    0.49284E+00    0.76483E-04   -0.82089E-03
   276    0.49315E+00    0.76227E-04   -0.69049E-03
   277    0.49342E+00    0.76056E-04   -0.55890E-03
   278    0.49365E+00    0.75971E-04   -0.42612E-03
   279    0.49384E+00    0.75976E-04   -0.29218E-03
   280    0.49400E+00    0.76071E-04   -0.15711E-03
   281    0.49412E+00    0.76260E-04   -0.20915E-04
   282    0.49420E+00    0.76545E-04    0.11637E-03
   283    0.49425E+00    0.76928E-04    0.25472E-03
   284    0.49425E+00    0.77411E-04    0.39412E-03
   285    0.49422E+00    0.77997E-04    0.53454E-03
   286    0.49415E+00    0.78687E-04    0.67594E-03
   287    0.49404E+00    0.79482E-04    0.81828E-03
   288    0.49389E+00    0.80383E-04    0.96153E-03
   289    0.49370E+00    0.81391E-04    0.11056E-02
   290    0.49348E+00    0.82508E-04    0.12505E-02
   291    0.49322E+00    0.83734E-04    0.13962E-02
   292    0.49292E+00    0.85072E-04    0.15426E-02
   293    0.49258E+00    0.86521E-04    0.16898E-02
   294    0.49220E+00    0.88083E-04    0.18375E-02
   295    0.49179E+00    0.89760E-04    0.19859E-02
   296    0.49134E+00    0.91552E-04    0.21348E-02
   297    0.49086E+00    0.93461E-04    0.22843E-02
   298    0.49033E+00    0.95488E-04    0.24342E-02
   299    0.48977E+00    0.97634E-04    0.25846E-02
   300    0.48917E+00    0.99899E-04    0.27353E-02
   301    0.48854E+00    0.10229E-03    0.28864E-02
   302    0.48787E+00    0.10480E-03    0.30379E-02
   303    0.48716E+00    0.10743E-03    0.31896E-02
   304    0.48642E+00    0.11019E-03    0.33415E-02
   305    0.48564E+00    0.11307E-03    0.34936E-02
   306    0.48483E+00    0.11608E-03    0.36459E-02
   307    0.48397E+00    0.11922E-03    0.37983E-02
   308    0.48309E+00    0.12249E-03    0.39507E-02
   309    0.48217E+00    0.12589E-03    0.41032E-02
   310    0.48121E+00    0.12942E-03    0.42556E-02
   311    0.48022E+00    0.13308E-03    0.44080E-02
   312    0.47919E+00    0.13688E-03    0.45603E-02
   313    0.47812E+00    0.14081E-03    0.47124E-02
   314    0.47703E+00    0.14488E-03    0.48643E-02
   315    0.47589E+00    0.14909E-03    0.50160E-02
   316    0.47473E+00    0.15344E-03    0.51674E-02
   317    0.47352E+00    0.15792E-03    0.53186E-02
   318    0.47229E+00    0.16255E-03    0.54693E-02
   319    0.47102E+00    0.16732E-03    0.56197E-02
   320    0.46971E+00    0.17223E-03    0.57696E-02
   321    0.46837E+00    0.17728E-03    0.59190E-02
   322    0.46700E+00    0.18249E-03    0.60679E-02
   323    0.46559E+00    0.18784E-03    0.62163E-02
   324    0.46415E+00    0.19333E-03    0.63640E-02
   325    0.46268E+00    0.19898E-03    0.65111E-02
   326    0.46117E+00    0.20478E-03    0.66575E-02
   327    0.45963E+00    0.21072E-03    0.68032E-02
   328    0.45805E+00    0.21682E-03    0.69481E-02
   329    0.45645E+00    0.22307E-03    0.70922E-02
   330    0.45481E+00    0.22946E-03    0.72355E-02
   331    0.45314E+00    0.23600E-03    0.73779E-02
   332    0.45144E+00    0.24268E-03    0.75194E-02
   333    0.44971E+00    0.24950E-03    0.76600E-02
   334    0.44795E+00    0.25646E-03    0.77996E-02
   335    0.44616E+00    0.26357E-03    0.79382E-02
   336    0.44434E+00    0.27081E-03    0.80758E-02
   337    0.44249E+00    0.27818E-03    0.82123E-02
   338    0.44062E+00    0.28569E-03    0.83478E-02
   339    0.43872E+00    0.29333E-03    0.84820E-02
   340    0.43679E+00    0.30111E-03    0.86152E-02
   341    0.43483E+00    0.30901E-03    0.87471E-02
   342    0.43285E+00    0.31704E-03    0.88778E-02
   343    0.43084E+00    0.32520E-03    0.90072E-02
   344    0.42880E+00    0.33348E-03    0.91354E-02
   345    0.42675E+00    0.34188E-03    0.92622E-02
   346    0.42466E+00    0.35041E-03    0.93877E-02
   347    0.42256E+00    0.35905E-03    0.95117E-02
   348    0.42043E+00    0.36782E-03    0.96343E-02
   349    0.41827E+00    0.37670E-03    0.97555E-02
   350    0.41610E+00    0.38569E-03    0.98752E-02
   351    0.41390E+00    0.39480E-03    0.99933E-02
   352    0.41168E+00    0.40403E-03    0.10110E-01
   353    0.40945E+00    0.41336E-03    0.10225E-01
   354    0.40719E+00    0.42280E-03    0.10338E-01
   355    0.40491E+00    0.43235E-03    0.10450E-01
   356    0.40261E+00    0.44200E-03    0.10560E-01
   357    0.40029E+00    0.45176E-03    0.10668E-01
   358    0.39796E+00    0.46162E-03    0.10775E-01
   359    0.39560E+00    0.47158E-03    0.10879E-01
   360    0.39323E+00    0.48164E-03    0.10982E-01
   361    0.39084E+00    0.49180E-03    0.11083E-01
   362    0.38844E+00    0.50206E-03    0.11182E-01
   363    0.38601E+00    0.51241E-03    0.11280E-01
   364    0.38358E+00    0.52285E-03    0.11375E-01
   365    0.38113E+00    0.53339E-03    0.11468E-01
   366    0.37866E+00    0.54401E-03    0.11559E-01
   367    0.37618E+00    0.55472E-03    0.11648E-01
   368    0.37368E+00    0.56552E-03    0.11736E-01
   369    0.37117E+00    0.57641E-03    0.11820E-01
   370    0.36865E+00    0.58737E-03    0.11903E-01
   371    0.36612E+00    0.59842E-03    0.11984E-01
   372    0.36358E+00    0.60954E-03    0.12063E-01
   373    0.36102E+00    0.62072E-03    0.12139E-01
   374    0.35845E+00    0.63198E-03    0.12213E-01
   375    0.35588E+00    0.64329E-03    0.12285E-01
   376    0.35329E+00    0.65467E-03    0.12355E-01
   377    0.35069E+00    0.66610E-03    0.12423E-01
   378    0.34809E+00    0.67758E-03    0.12488E-01
   379    0.34548E+00    0.68911E-03    0.12552E-01
   380    0.34286E+00    0.70068E-03    0.12613E-01
   381    0.34023E+00    0.71230E-03    0.12672E-01
   382    0.33759E+00    0.72395E-03    0.12729E-01
   383    0.33495E+00    0.73563E-03    0.12783E-01
   384    0.33231E+00    0.74734E-03    0.12836E-01
   385    0.32966E+00    0.75907E-03    0.12886E-01
   386    0.32700E+00    0.77083E-03    0.12934E-01
   387    0.32434E+00    0.78260E-03    0.12980E-01
   388    0.32168E+00    0.79439E-03    0.13023E-01
   389    0.31901E+00    0.80619E-03    0.13064E-01
   390    0.31634E+00    0.81799E-03    0.13103E-01
   391    0.31367E+00    0.82979E-03    0.13140E-01
   392    0.31099E+00    0.84160E-03    0.13175E-01
   393    0.30832E+00    0.85340E-03    0.13207E-01
   394    0.30564E+00    0.86518E-03    0.13237E-01
   395    0.30297E+00    0.87696E-03    0.13264E-01
   396    0.30029E+00    0.88872E-03    0.13290E-01
   397    0.29762E+00    0.90046E-03    0.13313E-01
   398    0.29495E+00    0.91217E-03    0.13334E-01
   399    0.29228E+00    0.92386E-03    0.13352E-01
   400    0.28961E+00    0.93552E-03    0.13369E-01
   401    0.28694E+00    0.94714E-03    0.13383E-01
   402    0.28428E+00    0.95872E-03    0.13394E-01
   403    0.28162E+00    0.97025E-03    0.13403E-01
   404    0.27897E+00    0.98174E-03    0.13410E-01
   405    0.27632E+00    0.99318E-03    0.13415E-01
   406    0.27367E+00    0.10046E-02    0.13417E-01
   407    0.27104E+00    0.10159E-02    0.13417E-01
   408    0.26840E+00    0.10272E-02    0.13415E-01
   409    0.26578E+00    0.10384E-02    0.13410E-01
   410    0.26316E+00    0.10495E-02    0.13403E-01
   411    0.26055E+00    0.10605E-02    0.13394E-01
   412    0.25795E+00    0.10715E-02    0.13382E-01
   413    0.25536E+00    0.10824E-02    0.13368E-01
   414    0.25278E+00    0.10932E-02    0.13351E-01
   415    0.25020E+00    0.11040E-02    0.13333E-01
   416    0.24764E+00    0.11146E-02    0.13312E-01
   417    0.24508E+00    0.11252E-02    0.13289E-01
   418    0.24254E+00    0.11356E-02    0.13264E-01
   419    0.24000E+00    0.11460E-02    0.13236E-01
   420    0.23748E+00    0.11562E-02    0.13206E-01
   421    0.23497E+00    0.11664E-02    0.13175E-01
   422    0.23247E+00    0.11764E-02    0.13141E-01
   423    0.22998E+00    0.11863E-02    0.13105E-01
   424    0.22750E+00    0.11961E-02    0.13067E-01
   425    0.22504E+00    0.12058E-02    0.13027E-01
   426    0.22259E+00    0.12154E-02    0.12985E-01
   427    0.22015E+00    0.12248E-02    0.12941E-01
   428    0.21772E+00    0.12341E-02    0.12895E-01
   429    0.21531E+00    0.12433E-02    0.12847E-01
   430    0.21292E+00    0.12523E-02    0.12797E-01
   431    0.21053E+00    0.12612E-02    0.12746E-01
   432    0.20817E+00    0.12700E-02    0.12692E-01
   433    0.20581E+00    0.12786E-02    0.12637E-01
   434    0.20348E+00    0.12871E-02    0.12580E-01
   435    0.20115E+00    0.12954E-02    0.12521E-01
   436    0.19885E+00    0.13036E-02    0.12460E-01
   437    0.19656E+00    0.13116E-02    0.12398E-01
   438    0.19429E+00    0.13194E-02    0.12333E-01
   439    0.19203E+00    0.13271E-02    0.12268E-01
   440    0.18979E+00    0.13346E-02    0.12200E-01
   441    0.18757E+00    0.13419E-02    0.12131E-01
   442    0.18537E+00    0.13491E-02    0.12060E-01
   443    0.18319E+00    0.13560E-02    0.11988E-01
   444    0.18102E+00    0.13628E-02    0.11914E-01
   445    0.17887E+00    0.13694E-02    0.11838E-01
   446    0.17675E+00    0.13759E-02    0.11761E-01
   447    0.17464E+00    0.13821E-02    0.11683E-01
   448    0.17255E+00    0.13881E-02    0.11603E-01
   449    0.17048E+00    0.13940E-02    0.11522E-01
   450    0.16844E+00    0.13996E-02    0.11439E-01
   451    0.16641E+00    0.14050E-02    0.11354E-01
   452    0.16440E+00    0.14103E-02    0.11269E-01
   453    0.16242E+00    0.14153E-02    0.11182E-01
   454    0.16046E+00    0.14201E-02    0.11094E-01
   455    0.15852E+00    0.14247E-02    0.11004E-01
   456    0.15660E+00    0.14291E-02    0.10913E-01
   457    0.15470E+00    0.14332E-02    0.10821E-01
   458    0.15283E+00    0.14372E-02    0.10728E-01
   459    0.15098E+00    0.14409E-02    0.10634E-01
   460    0.14914E+00    0.14444E-02    0.10538E-01
   461    0.14733E+00    0.14477E-02    0.10442E-01
   462    0.14555E+00    0.14508E-02    0.10344E-01
   463    0.14378E+00    0.14537E-02    0.10245E-01
   464    0.14204E+00    0.14564E-02    0.10146E-01
   465    0.14031E+00    0.14588E-02    0.10045E-01
   466    0.13861E+00    0.14611E-02    0.99438E-02
   467    0.13694E+00    0.14631E-02    0.98415E-02
   468    0.13528E+00    0.14649E-02    0.97384E-02
   469    0.13365E+00    0.14664E-02    0.96344E-02
   470    0.13203E+00    0.14678E-02    0.95297E-02
   471    0.13044E+00    0.14689E-02    0.94243E-02
   472    0.12888E+00    0.14699E-02    0.93181E-02
   473    0.12733E+00    0.14706E-02    0.92113E-02
   474    0.12581E+00    0.14711E-02    0.91039E-02
   475    0.12431E+00    0.14713E-02    0.89959E-02
   476    0.12283E+00    0.14714E-02    0.88873E-02
   477    0.12137E+00    0.14712E-02    0.87782E-02
   478    0.11994E+00    0.14708E-02    0.86686E-02
   479    0.11853E+00    0.14702E-02    0.85585E-02
   480    0.11714E+00    0.14693E-02    0.84481E-02
   481    0.11577E+00    0.14683E-02    0.83372E-02
   482    0.11443E+00    0.14670E-02    0.82260E-02
   483    0.11311E+00    0.14655E-02    0.81144E-02
   484    0.11181E+00    0.14637E-02    0.80026E-02
   485    0.11054E+00    0.14618E-02    0.78905E-02
   486    0.10928E+00    0.14596E-02    0.77782E-02
   487    0.10805E+00    0.14572E-02    0.76658E-02
   488    0.10684E+00    0.14545E-02    0.75531E-02
   489    0.10566E+00    0.14517E-02    0.74404E-02
   490    0.10450E+00    0.14486E-02    0.73276E-02
   491    0.10336E+00    0.14453E-02    0.72147E-02
   492    0.10224E+00    0.14417E-02    0.71019E-02
   493    0.10115E+00    0.14380E-02    0.69890E-02
   494    0.10008E+00    0.14340E-02    0.68762E-02
   495    0.99029E-01    0.14298E-02    0.67635E-02
   496    0.98004E-01    0.14253E-02    0.66510E-02
   497    0.97001E-01    0.14206E-02    0.65385E-02
   498    0.96021E-01    0.14158E-02    0.64263E-02
   499    0.95064E-01    0.14107E-02    0.63142E-02
   500    0.94128E-01    0.14053E-02    0.62023E-02
   501    0.93214E-01    0.13998E-02    0.60906E-02
   502    0.92322E-01    0.13941E-02    0.59792E-02
   503    0.91452E-01    0.13882E-02    0.58681E-02
   504    0.90603E-01    0.13820E-02    0.57573E-02
   505    0.89775E-01    0.13757E-02    0.56468E-02
   506    0.88968E-01    0.13692E-02    0.55366E-02
   507    0.88182E-01    0.13625E-02    0.54268E-02
   508    0.87416E-01    0.13556E-02    0.53174E-02
