#    L    TT             EE             TE          
    83    0.18033E+02    0.37856E-02   -0.94031E-01
    84    0.18288E+02    0.39081E-02   -0.98631E-01
    85    0.18545E+02    0.40316E-02   -0.10330E+00
    86    0.18804E+02    0.41562E-02   -0.10804E+00
    87    0.19065E+02    0.42817E-02   -0.11284E+00
    88    0.19329E+02    0.44080E-02   -0.11770E+00
    89    0.19594E+02    0.45350E-02   -0.12263E+00
    90    0.19862E+02    0.46626E-02   -0.12763E+00
    91    0.20133E+02    0.47906E-02   -0.13269E+00
    92    0.20405E+02    0.49191E-02   -0.13780E+00
    93    0.20679E+02    0.50478E-02   -0.14298E+00
    94    0.20956E+02    0.51766E-02   -0.14821E+00
    95    0.21235E+02    0.53054E-02   -0.15348E+00
    96    0.21516E+02    0.54341E-02   -0.15881E+00
    97    0.21799E+02    0.55626E-02   -0.16417E+00
    98    0.22085E+02    0.56907E-02   -0.16956E+00
    99    0.22372E+02    0.58184E-02   -0.17499E+00
   100    0.22662E+02    0.59455E-02   -0.18044E+00
   101    0.22953E+02    0.60719E-02   -0.18592E+00
   102    0.23247E+02    0.61974E-02   -0.19141E+00
   103    0.23543E+02    0.63220E-02   -0.19692E+00
   104    0.23841E+02    0.64455E-02   -0.20245E+00
   105    0.24141E+02    0.65679E-02   -0.20797E+00
   106    0.24442E+02    0.66889E-02   -0.21350E+00
   107    0.24746E+02    0.68085E-02   -0.21903E+00
   108    0.25052E+02    0.69266E-02   -0.22455E+00
   109    0.25360E+02    0.70430E-02   -0.23006E+00
   110    0.25670E+02    0.71576E-02   -0.23555E+00
   111    0.25981E+02    0.72703E-02   -0.24103E+00
   112    0.26295E+02    0.73810E-02   -0.24648E+00
   113    0.26610E+02    0.74896E-02   -0.25191E+00
   114    0.26927E+02    0.75960E-02   -0.25729E+00
   115    0.27246E+02    0.77000E-02   -0.26265E+00
   116    0.27566E+02    0.78017E-02   -0.26795E+00
   117    0.27888E+02    0.79009E-02   -0.27321E+00
   118    0.28211E+02    0.79975E-02   -0.27841E+00
   119    0.28535E+02    0.80914E-02   -0.28356E+00
   120    0.28861E+02    0.81825E-02   -0.28864E+00
   121    0.29188E+02    0.82707E-02   -0.29366E+00
   122    0.29516E+02    0.83559E-02   -0.29860E+00
   123    0.29845E+02    0.84380E-02   -0.30346E+00
   124    0.30175E+02    0.85169E-02   -0.30824E+00
   125    0.30506E+02    0.85925E-02   -0.31293E+00
   126    0.30838E+02    0.86648E-02   -0.31752E+00
   127    0.31171E+02    0.87335E-02   -0.32202E+00
   128    0.31504E+02    0.87987E-02   -0.32641E+00
   129    0.31838E+02    0.88602E-02   -0.33070E+00
   130    0.32172E+02    0.89178E-02   -0.33487E+00
   131    0.32507E+02    0.89717E-02   -0.33893E+00
   132    0.32842E+02    0.90216E-02   -0.34286E+00
   133    0.33177E+02    0.90676E-02   -0.34666E+00
   134    0.33513E+02    0.91097E-02   -0.35034E+00
   135    0.33849E+02    0.91479E-02   -0.35387E+00
   136    0.34185E+02    0.91821E-02   -0.35727E+00
   137    0.34521E+02    0.92124E-02   -0.36052E+00
   138    0.34856E+02    0.92388E-02   -0.36363E+00
   139    0.35192E+02    0.92612E-02   -0.36657E+00
   140    0.35528E+02    0.92796E-02   -0.36936E+00
   141    0.35863E+02    0.92940E-02   -0.37199E+00
   142    0.36197E+02    0.93045E-02   -0.37445E+00
   143    0.36532E+02    0.93110E-02   -0.37674E+00
   144    0.36866E+02    0.93134E-02   -0.37885E+00
   145    0.37199E+02    0.93118E-02   -0.38078E+00
   146    0.37531E+02    0.93063E-02   -0.38253E+00
   147    0.37863E+02    0.92966E-02   -0.38408E+00
   148    0.38194E+02    0.92830E-02   -0.38545E+00
   149    0.38524E+02    0.92652E-02   -0.38661E+00
   150    0.38853E+02    0.92435E-02   -0.38757E+00
   151    0.39181E+02    0.92176E-02   -0.38833E+00
   152    0.39508E+02    0.91879E-02   -0.38887E+00
   153    0.39833E+02    0.91543E-02   -0.38920E+00
   154    0.40158E+02    0.91171E-02   -0.38932E+00
   155    0.40481E+02    0.90764E-02   -0.38923E+00
   156    0.40802E+02    0.90324E-02   -0.38892E+00
   157    0.41122E+02    0.89851E-02   -0.38838E+00
   158    0.41440E+02    0.89348E-02   -0.38763E+00
   159    0.41756E+02    0.88815E-02   -0.38665E+00
   160    0.42071E+02    0.88255E-02   -0.38545E+00
   161    0.42383E+02    0.87668E-02   -0.38402E+00
   162    0.42694E+02    0.87056E-02   -0.38236E+00
   163    0.43002E+02    0.86421E-02   -0.38047E+00
   164    0.43309E+02    0.85764E-02   -0.37835E+00
   165    0.43612E+02    0.85086E-02   -0.37599E+00
   166    0.43914E+02    0.84389E-02   -0.37339E+00
   167    0.44213E+02    0.83674E-02   -0.37056E+00
   168    0.44509E+02    0.82942E-02   -0.36748E+00
   169    0.44803E+02    0.82196E-02   -0.36416E+00
   170    0.45094E+02    0.81436E-02   -0.36059E+00
   171    0.45382E+02    0.80664E-02   -0.35678E+00
   172    0.45668E+02    0.79882E-02   -0.35272E+00
   173    0.45950E+02    0.79090E-02   -0.34841E+00
   174    0.46229E+02    0.78290E-02   -0.34384E+00
   175    0.46505E+02    0.77485E-02   -0.33902E+00
   176    0.46778E+02    0.76674E-02   -0.33394E+00
   177    0.47047E+02    0.75862E-02   -0.32861E+00
   178    0.47313E+02    0.75051E-02   -0.32302E+00
   179    0.47575E+02    0.74245E-02   -0.31717E+00
   180    0.47834E+02    0.73446E-02   -0.31108E+00
   181    0.48089E+02    0.72658E-02   -0.30473E+00
   182    0.48340E+02    0.71884E-02   -0.29812E+00
   183    0.48587E+02    0.71127E-02   -0.29127E+00
   184    0.48830E+02    0.70390E-02   -0.28416E+00
   185    0.49070E+02    0.69676E-02   -0.27681E+00
   186    0.49305E+02    0.68989E-02   -0.26921E+00
   187    0.49536E+02    0.68331E-02   -0.26136E+00
   188    0.49763E+02    0.67706E-02   -0.25326E+00
   189    0.49985E+02    0.67116E-02   -0.24492E+00
   190    0.50203E+02    0.66566E-02   -0.23633E+00
   191    0.50417E+02    0.66057E-02   -0.22750E+00
   192    0.50626E+02    0.65594E-02   -0.21842E+00
   193    0.50830E+02    0.65179E-02   -0.20911E+00
   194    0.51029E+02    0.64815E-02   -0.19955E+00
   195    0.51224E+02    0.64506E-02   -0.18975E+00
   196    0.51414E+02    0.64254E-02   -0.17971E+00
   197    0.51598E+02    0.64063E-02   -0.16943E+00
   198    0.51778E+02    0.63936E-02   -0.15891E+00
   199    0.51952E+02    0.63877E-02   -0.14816E+00
   200    0.52121E+02    0.63887E-02   -0.13717E+00
   201    0.52285E+02    0.63970E-02   -0.12594E+00
   202    0.52444E+02    0.64131E-02   -0.11449E+00
   203    0.52597E+02    0.64372E-02   -0.10281E+00
   204    0.52745E+02    0.64696E-02   -0.90907E-01
   205    0.52887E+02    0.65108E-02   -0.78796E-01
   206    0.53024E+02    0.65611E-02   -0.66478E-01
   207    0.53155E+02    0.66208E-02   -0.53959E-01
   208    0.53281E+02    0.66903E-02   -0.41244E-01
   209    0.53401E+02    0.67699E-02   -0.28339E-01
   210    0.53516E+02    0.68600E-02   -0.15249E-01
   211    0.53625E+02    0.69610E-02   -0.19812E-02
   212    0.53729E+02    0.70731E-02    0.11460E-01
   213    0.53827E+02    0.71968E-02    0.25068E-01
   214    0.53920E+02    0.73324E-02    0.38837E-01
   215    0.54007E+02    0.74802E-02    0.52763E-01
   216    0.54088E+02    0.76406E-02    0.66838E-01
   217    0.54164E+02    0.78140E-02    0.81058E-01
   218    0.54234E+02    0.80006E-02    0.95417E-01
   219    0.54298E+02    0.82009E-02    0.10991E+00
   220    0.54357E+02    0.84152E-02    0.12453E+00
   221    0.54410E+02    0.86439E-02    0.13927E+00
   222    0.54457E+02    0.88872E-02    0.15412E+00
   223    0.54498E+02    0.91456E-02    0.16909E+00
   224    0.54533E+02    0.94194E-02    0.18416E+00
   225    0.54563E+02    0.97089E-02    0.19933E+00
   226    0.54587E+02    0.10015E-01    0.21460E+00
   227    0.54604E+02    0.10337E-01    0.22995E+00
   228    0.54616E+02    0.10676E-01    0.24538E+00
   229    0.54623E+02    0.11032E-01    0.26089E+00
   230    0.54623E+02    0.11405E-01    0.27647E+00
   231    0.54617E+02    0.11797E-01    0.29211E+00
   232    0.54605E+02    0.12206E-01    0.30781E+00
   233    0.54587E+02    0.12634E-01    0.32357E+00
   234    0.54564E+02    0.13082E-01    0.33937E+00
   235    0.54534E+02    0.13548E-01    0.35521E+00
   236    0.54498E+02    0.14034E-01    0.37109E+00
   237    0.54456E+02    0.14540E-01    0.38701E+00
   238    0.54408E+02    0.15066E-01    0.40294E+00
   239    0.54354E+02    0.15613E-01    0.41890E+00
   240    0.54294E+02    0.16181E-01    0.43487E+00
   241    0.54227E+02    0.16770E-01    0.45084E+00
   242    0.54155E+02    0.17381E-01    0.46682E+00
   243    0.54076E+02    0.18014E-01    0.48279E+00
   244    0.53991E+02    0.18669E-01    0.49876E+00
   245    0.53900E+02    0.19346E-01    0.51470E+00
   246    0.53803E+02    0.20046E-01    0.53062E+00
   247    0.53701E+02    0.20767E-01    0.54651E+00
   248    0.53592E+02    0.21510E-01    0.56236E+00
   249    0.53478E+02    0.22275E-01    0.57816E+00
   250    0.53358E+02    0.23063E-01    0.59390E+00
   251    0.53232E+02    0.23872E-01    0.60959E+00
   252    0.53101E+02    0.24703E-01    0.62520E+00
   253    0.52965E+02    0.25557E-01    0.64074E+00
   254    0.52823E+02    0.26432E-01    0.65620E+00
   255    0.52676E+02    0.27329E-01    0.67157E+00
   256    0.52523E+02    0.28249E-01    0.68683E+00
   257    0.52366E+02    0.29190E-01    0.70200E+00
   258    0.52203E+02    0.30153E-01    0.71705E+00
   259    0.52036E+02    0.31138E-01    0.73198E+00
   260    0.51863E+02    0.32145E-01    0.74679E+00
   261    0.51686E+02    0.33175E-01    0.76146E+00
   262    0.51504E+02    0.34226E-01    0.77600E+00
   263    0.51317E+02    0.35299E-01    0.79038E+00
   264    0.51126E+02    0.36393E-01    0.80461E+00
   265    0.50930E+02    0.37510E-01    0.81868E+00
   266    0.50730E+02    0.38649E-01    0.83257E+00
   267    0.50526E+02    0.39809E-01    0.84630E+00
   268    0.50317E+02    0.40992E-01    0.85983E+00
   269    0.50104E+02    0.42196E-01    0.87318E+00
   270    0.49886E+02    0.43423E-01    0.88632E+00
   271    0.49665E+02    0.44671E-01    0.89926E+00
   272    0.49440E+02    0.45941E-01    0.91199E+00
   273    0.49211E+02    0.47233E-01    0.92450E+00
   274    0.48978E+02    0.48546E-01    0.93678E+00
   275    0.48741E+02    0.49882E-01    0.94883E+00
   276    0.48500E+02    0.51239E-01    0.96063E+00
   277    0.48256E+02    0.52618E-01    0.97218E+00
   278    0.48009E+02    0.54020E-01    0.98348E+00
   279    0.47758E+02    0.55442E-01    0.99452E+00
   280    0.47503E+02    0.56887E-01    0.10053E+01
   281    0.47246E+02    0.58354E-01    0.10158E+01
   282    0.46985E+02    0.59842E-01    0.10260E+01
   283    0.46720E+02    0.61352E-01    0.10359E+01
   284    0.46453E+02    0.62884E-01    0.10455E+01
   285    0.46183E+02    0.64437E-01    0.10548E+01
   286    0.45910E+02    0.66012E-01    0.10638E+01
   287    0.45634E+02    0.67607E-01    0.10725E+01
   288    0.45356E+02    0.69223E-01    0.10808E+01
   289    0.45075E+02    0.70858E-01    0.10889E+01
   290    0.44791E+02    0.72511E-01    0.10966E+01
   291    0.44505E+02    0.74183E-01    0.11041E+01
   292    0.44217E+02    0.75873E-01    0.11111E+01
   293    0.43926E+02    0.77580E-01    0.11179E+01
   294    0.43634E+02    0.79304E-01    0.11243E+01
   295    0.43340E+02    0.81043E-01    0.11305E+01
   296    0.43044E+02    0.82798E-01    0.11362E+01
   297    0.42746E+02    0.84568E-01    0.11417E+01
   298    0.42446E+02    0.86351E-01    0.11468E+01
   299    0.42145E+02    0.88149E-01    0.11515E+01
   300    0.41843E+02    0.89960E-01    0.11560E+01
   301    0.41539E+02    0.91783E-01    0.11600E+01
   302    0.41234E+02    0.93618E-01    0.11638E+01
   303    0.40928E+02    0.95464E-01    0.11672E+01
   304    0.40621E+02    0.97322E-01    0.11702E+01
   305    0.40313E+02    0.99189E-01    0.11729E+01
   306    0.40004E+02    0.10107E+00    0.11752E+01
   307    0.39694E+02    0.10295E+00    0.11772E+01
   308    0.39384E+02    0.10485E+00    0.11788E+01
   309    0.39074E+02    0.10675E+00    0.11800E+01
   310    0.38763E+02    0.10866E+00    0.11809E+01
   311    0.38452E+02    0.11057E+00    0.11814E+01
   312    0.38141E+02    0.11250E+00    0.11815E+01
   313    0.37830E+02    0.11443E+00    0.11813E+01
   314    0.37518E+02    0.11636E+00    0.11807E+01
   315    0.37207E+02    0.11830E+00    0.11797E+01
   316    0.36897E+02    0.12024E+00    0.11783E+01
   317    0.36586E+02    0.12218E+00    0.11766E+01
   318    0.36276E+02    0.12413E+00    0.11744E+01
   319    0.35967E+02    0.12608E+00    0.11719E+01
   320    0.35658E+02    0.12803E+00    0.11690E+01
   321    0.35350E+02    0.12998E+00    0.11657E+01
   322    0.35044E+02    0.13193E+00    0.11620E+01
   323    0.34738E+02    0.13388E+00    0.11579E+01
   324    0.34433E+02    0.13583E+00    0.11534E+01
   325    0.34129E+02    0.13778E+00    0.11486E+01
   326    0.33827E+02    0.13973E+00    0.11433E+01
   327    0.33526E+02    0.14168E+00    0.11376E+01
   328    0.33227E+02    0.14362E+00    0.11315E+01
   329    0.32929E+02    0.14556E+00    0.11250E+01
   330    0.32633E+02    0.14749E+00    0.11181E+01
   331    0.32339E+02    0.14942E+00    0.11109E+01
   332    0.32046E+02    0.15134E+00    0.11032E+01
   333    0.31755E+02    0.15325E+00    0.10952E+01
   334    0.31467E+02    0.15515E+00    0.10868E+01
   335    0.31180E+02    0.15705E+00    0.10780E+01
   336    0.30895E+02    0.15894E+00    0.10689E+01
   337    0.30613E+02    0.16082E+00    0.10595E+01
   338    0.30332E+02    0.16268E+00    0.10496E+01
   339    0.30054E+02    0.16454E+00    0.10395E+01
   340    0.29779E+02    0.16638E+00    0.10289E+01
   341    0.29505E+02    0.16821E+00    0.10181E+01
   342    0.29235E+02    0.17002E+00    0.10069E+01
   343    0.28967E+02    0.17182E+00    0.99543E+00
   344    0.28701E+02    0.17361E+00    0.98360E+00
   345    0.28438E+02    0.17538E+00    0.97147E+00
   346    0.28178E+02    0.17713E+00    0.95902E+00
   347    0.27921E+02    0.17886E+00    0.94626E+00
   348    0.27667E+02    0.18057E+00    0.93320E+00
   349    0.27416E+02    0.18227E+00    0.91985E+00
   350    0.27168E+02    0.18394E+00    0.90621E+00
   351    0.26923E+02    0.18560E+00    0.89228E+00
   352    0.26682E+02    0.18723E+00    0.87807E+00
   353    0.26444E+02    0.18884E+00    0.86358E+00
   354    0.26209E+02    0.19043E+00    0.84883E+00
   355    0.25977E+02    0.19199E+00    0.83380E+00
   356    0.25749E+02    0.19353E+00    0.81852E+00
   357    0.25525E+02    0.19504E+00    0.80297E+00
   358    0.25304E+02    0.19653E+00    0.78718E+00
   359    0.25087E+02    0.19799E+00    0.77114E+00
   360    0.24874E+02    0.19942E+00    0.75486E+00
   361    0.24665E+02    0.20082E+00    0.73834E+00
   362    0.24459E+02    0.20220E+00    0.72160E+00
   363    0.24258E+02    0.20354E+00    0.70462E+00
   364    0.24061E+02    0.20485E+00    0.68742E+00
   365    0.23868E+02    0.20613E+00    0.67001E+00
   366    0.23679E+02    0.20738E+00    0.65239E+00
   367    0.23495E+02    0.20860E+00    0.63456E+00
   368    0.23315E+02    0.20978E+00    0.61652E+00
   369    0.23139E+02    0.21093E+00    0.59829E+00
   370    0.22968E+02    0.21204E+00    0.57988E+00
   371    0.22801E+02    0.21312E+00    0.56128E+00
   372    0.22639E+02    0.21416E+00    0.54251E+00
   373    0.22481E+02    0.21517E+00    0.52358E+00
   374    0.22327E+02    0.21614E+00    0.50450E+00
   375    0.22178E+02    0.21707E+00    0.48527E+00
   376    0.22034E+02    0.21797E+00    0.46591E+00
   377    0.21893E+02    0.21883E+00    0.44642E+00
   378    0.21758E+02    0.21966E+00    0.42681E+00
   379    0.21626E+02    0.22045E+00    0.40709E+00
   380    0.21499E+02    0.22120E+00    0.38727E+00
   381    0.21376E+02    0.22191E+00    0.36736E+00
   382    0.21258E+02    0.22259E+00    0.34736E+00
   383    0.21144E+02    0.22323E+00    0.32729E+00
   384    0.21034E+02    0.22383E+00    0.30716E+00
   385    0.20929E+02    0.22439E+00    0.28696E+00
   386    0.20828E+02    0.22491E+00    0.26672E+00
   387    0.20732E+02    0.22540E+00    0.24643E+00
   388    0.20639E+02    0.22584E+00    0.22611E+00
   389    0.20552E+02    0.22625E+00    0.20577E+00
   390    0.20468E+02    0.22662E+00    0.18542E+00
   391    0.20389E+02    0.22695E+00    0.16506E+00
   392    0.20314E+02    0.22723E+00    0.14470E+00
   393    0.20243E+02    0.22748E+00    0.12436E+00
   394    0.20177E+02    0.22769E+00    0.10403E+00
   395    0.20114E+02    0.22786E+00    0.83738E-01
   396    0.20057E+02    0.22798E+00    0.63481E-01
   397    0.20003E+02    0.22807E+00    0.43269E-01
   398    0.19954E+02    0.22811E+00    0.23113E-01
   399    0.19908E+02    0.22811E+00    0.30209E-02
   400    0.19868E+02    0.22808E+00   -0.16999E-01
   401    0.19831E+02    0.22800E+00   -0.36937E-01
   402    0.19799E+02    0.22787E+00   -0.56786E-01
   403    0.19771E+02    0.22771E+00   -0.76536E-01
   404    0.19747E+02    0.22750E+00   -0.96179E-01
   405    0.19727E+02    0.22725E+00   -0.11571E+00
   406    0.19711E+02    0.22695E+00   -0.13511E+00
   407    0.19700E+02    0.22662E+00   -0.15438E+00
   408    0.19693E+02    0.22624E+00   -0.17350E+00
   409    0.19690E+02    0.22581E+00   -0.19248E+00
   410    0.19691E+02    0.22535E+00   -0.21130E+00
   411    0.19697E+02    0.22483E+00   -0.22995E+00
   412    0.19706E+02    0.22428E+00   -0.24842E+00
   413    0.19720E+02    0.22368E+00   -0.26672E+00
   414    0.19737E+02    0.22304E+00   -0.28483E+00
   415    0.19759E+02    0.22236E+00   -0.30275E+00
   416    0.19784E+02    0.22164E+00   -0.32048E+00
   417    0.19813E+02    0.22087E+00   -0.33800E+00
   418    0.19846E+02    0.22007E+00   -0.35532E+00
   419    0.19882E+02    0.21923E+00   -0.37243E+00
   420    0.19922E+02    0.21835E+00   -0.38931E+00
   421    0.19965E+02    0.21743E+00   -0.40598E+00
   422    0.20012E+02    0.21648E+00   -0.42241E+00
   423    0.20062E+02    0.21549E+00   -0.43861E+00
   424    0.20116E+02    0.21447E+00   -0.45457E+00
   425    0.20173E+02    0.21341E+00   -0.47028E+00
   426    0.20232E+02    0.21231E+00   -0.48575E+00
   427    0.20295E+02    0.21118E+00   -0.50095E+00
   428    0.20361E+02    0.21002E+00   -0.51589E+00
   429    0.20430E+02    0.20883E+00   -0.53057E+00
   430    0.20502E+02    0.20761E+00   -0.54497E+00
   431    0.20577E+02    0.20635E+00   -0.55909E+00
   432    0.20654E+02    0.20507E+00   -0.57293E+00
   433    0.20734E+02    0.20375E+00   -0.58648E+00
   434    0.20817E+02    0.20241E+00   -0.59973E+00
   435    0.20902E+02    0.20104E+00   -0.61268E+00
   436    0.20990E+02    0.19964E+00   -0.62532E+00
   437    0.21080E+02    0.19822E+00   -0.63765E+00
   438    0.21172E+02    0.19676E+00   -0.64966E+00
   439    0.21267E+02    0.19529E+00   -0.66135E+00
   440    0.21364E+02    0.19378E+00   -0.67271E+00
   441    0.21463E+02    0.19226E+00   -0.68374E+00
   442    0.21564E+02    0.19071E+00   -0.69442E+00
   443    0.21667E+02    0.18914E+00   -0.70476E+00
   444    0.21773E+02    0.18754E+00   -0.71475E+00
   445    0.21879E+02    0.18592E+00   -0.72438E+00
   446    0.21988E+02    0.18429E+00   -0.73365E+00
   447    0.22099E+02    0.18263E+00   -0.74255E+00
   448    0.22211E+02    0.18095E+00   -0.75107E+00
   449    0.22325E+02    0.17926E+00   -0.75922E+00
   450    0.22440E+02    0.17755E+00   -0.76698E+00
   451    0.22557E+02    0.17581E+00   -0.77436E+00
   452    0.22675E+02    0.17407E+00   -0.78133E+00
   453    0.22794E+02    0.17230E+00   -0.78791E+00
   454    0.22915E+02    0.17052E+00   -0.79409E+00
   455    0.23037E+02    0.16873E+00   -0.79987E+00
   456    0.23160E+02    0.16693E+00   -0.80525E+00
   457    0.23284E+02    0.16511E+00   -0.81024E+00
   458    0.23409E+02    0.16328E+00   -0.81484E+00
   459    0.23535E+02    0.16144E+00   -0.81905E+00
   460    0.23662E+02    0.15960E+00   -0.82288E+00
   461    0.23789E+02    0.15775E+00   -0.82632E+00
   462    0.23917E+02    0.15589E+00   -0.82937E+00
   463    0.24046E+02    0.15403E+00   -0.83205E+00
   464    0.24175E+02    0.15217E+00   -0.83434E+00
   465    0.24305E+02    0.15030E+00   -0.83626E+00
   466    0.24435E+02    0.14843E+00   -0.83780E+00
   467    0.24565E+02    0.14656E+00   -0.83898E+00
   468    0.24696E+02    0.14470E+00   -0.83977E+00
   469    0.24827E+02    0.14283E+00   -0.84021E+00
   470    0.24958E+02    0.14097E+00   -0.84027E+00
   471    0.25089E+02    0.13912E+00   -0.83997E+00
   472    0.25219E+02    0.13727E+00   -0.83931E+00
   473    0.25350E+02    0.13542E+00   -0.83828E+00
   474    0.25481E+02    0.13359E+00   -0.83690E+00
   475    0.25611E+02    0.13177E+00   -0.83516E+00
   476    0.25741E+02    0.12995E+00   -0.83306E+00
   477    0.25870E+02    0.12815E+00   -0.83062E+00
   478    0.25999E+02    0.12636E+00   -0.82782E+00
   479    0.26127E+02    0.12458E+00   -0.82467E+00
   480    0.26255E+02    0.12283E+00   -0.82118E+00
   481    0.26382E+02    0.12108E+00   -0.81734E+00
   482    0.26508E+02    0.11936E+00   -0.81316E+00
   483    0.26634E+02    0.11765E+00   -0.80864E+00
   484    0.26758E+02    0.11596E+00   -0.80378E+00
   485    0.26881E+02    0.11430E+00   -0.79859E+00
   486    0.27004E+02    0.11265E+00   -0.79306E+00
   487    0.27125E+02    0.11103E+00   -0.78720E+00
   488    0.27245E+02    0.10944E+00   -0.78100E+00
   489    0.27364E+02    0.10787E+00   -0.77448E+00
   490    0.27481E+02    0.10632E+00   -0.76764E+00
   491    0.27597E+02    0.10481E+00   -0.76047E+00
   492    0.27711E+02    0.10332E+00   -0.75297E+00
   493    0.27824E+02    0.10187E+00   -0.74516E+00
   494    0.27935E+02    0.10044E+00   -0.73703E+00
   495    0.28044E+02    0.99054E-01   -0.72858E+00
   496    0.28152E+02    0.97697E-01   -0.71983E+00
   497    0.28257E+02    0.96373E-01   -0.71077E+00
   498    0.28361E+02    0.95085E-01   -0.70143E+00
   499    0.28463E+02    0.93833E-01   -0.69180E+00
   500    0.28564E+02    0.92617E-01   -0.68189E+00
   501    0.28662E+02    0.91438E-01   -0.67172E+00
   502    0.28758E+02    0.90297E-01   -0.66129E+00
   503    0.28853E+02    0.89194E-01   -0.65060E+00
   504    0.28945E+02    0.88131E-01   -0.63967E+00
   505    0.29036E+02    0.87108E-01   -0.62851E+00
   506    0.29124E+02    0.86125E-01   -0.61712E+00
   507    0.29211E+02    0.85185E-01   -0.60551E+00
   508    0.29295E+02    0.84286E-01   -0.59369E+00
