#    L    TT             EE             BB             TE          
     2    0.24054E+03    0.81500E-02    0.12415E-01    0.10868E+00
     3    0.20546E+03    0.11040E-01    0.15019E-01   -0.22921E+00
     4    0.20116E+03    0.12096E-01    0.15280E-01   -0.34477E+00
     5    0.20264E+03    0.11388E-01    0.13832E-01   -0.36701E+00
     6    0.20606E+03    0.95933E-02    0.11507E-01   -0.34318E+00
     7    0.21036E+03    0.74434E-02    0.90361E-02   -0.30158E+00
     8    0.21497E+03    0.55613E-02    0.68959E-02   -0.25838E+00
     9    0.21974E+03    0.42054E-02    0.53069E-02   -0.22348E+00
    10    0.22454E+03    0.34840E-02    0.43109E-02   -0.19544E+00
    11    0.22911E+03    0.32939E-02    0.38410E-02   -0.17790E+00
    12    0.23313E+03    0.34879E-02    0.37911E-02   -0.16959E+00
    13    0.23682E+03    0.39330E-02    0.40470E-02   -0.16920E+00
    14    0.24045E+03    0.45138E-02    0.45036E-02   -0.17585E+00
    15    0.24412E+03    0.51722E-02    0.50925E-02   -0.18816E+00
    16    0.24786E+03    0.58719E-02    0.57614E-02   -0.20490E+00
    17    0.25143E+03    0.66057E-02    0.64828E-02   -0.22571E+00
    18    0.25459E+03    0.73738E-02    0.72386E-02   -0.25033E+00
    19    0.25734E+03    0.81766E-02    0.80231E-02   -0.27776E+00
    20    0.25974E+03    0.90142E-02    0.88341E-02   -0.30718E+00
    21    0.26185E+03    0.98857E-02    0.96701E-02   -0.33886E+00
    22    0.26373E+03    0.10790E-01    0.10530E-01   -0.37323E+00
    23    0.26537E+03    0.11723E-01    0.11412E-01   -0.41002E+00
    24    0.26678E+03    0.12683E-01    0.12314E-01   -0.44890E+00
    25    0.26798E+03    0.13667E-01    0.13234E-01   -0.48969E+00
    26    0.26898E+03    0.14672E-01    0.14169E-01   -0.53222E+00
    27    0.26980E+03    0.15694E-01    0.15121E-01   -0.57606E+00
    28    0.27044E+03    0.16732E-01    0.16089E-01   -0.62089E+00
    29    0.27089E+03    0.17794E-01    0.17073E-01   -0.66710E+00
    30    0.27116E+03    0.18890E-01    0.18071E-01   -0.71512E+00
    31    0.27126E+03    0.20019E-01    0.19084E-01   -0.76466E+00
    32    0.27121E+03    0.21174E-01    0.20111E-01   -0.81530E+00
    33    0.27101E+03    0.22347E-01    0.21150E-01   -0.86681E+00
    34    0.27063E+03    0.23530E-01    0.22201E-01   -0.91903E+00
    35    0.27011E+03    0.24725E-01    0.23259E-01   -0.97185E+00
    36    0.26945E+03    0.25939E-01    0.24323E-01   -0.10252E+01
    37    0.26865E+03    0.27173E-01    0.25393E-01   -0.10788E+01
    38    0.26772E+03    0.28428E-01    0.26472E-01   -0.11326E+01
    39    0.26666E+03    0.29700E-01    0.27558E-01   -0.11865E+01
    40    0.26547E+03    0.30986E-01    0.28646E-01   -0.12404E+01
    41    0.26415E+03    0.32283E-01    0.29734E-01   -0.12944E+01
    42    0.26271E+03    0.33589E-01    0.30821E-01   -0.13483E+01
    43    0.26115E+03    0.34905E-01    0.31905E-01   -0.14021E+01
    44    0.25947E+03    0.36230E-01    0.32987E-01   -0.14556E+01
    45    0.25769E+03    0.37564E-01    0.34064E-01   -0.15087E+01
    46    0.25580E+03    0.38906E-01    0.35135E-01   -0.15613E+01
    47    0.25381E+03    0.40256E-01    0.36200E-01   -0.16134E+01
    48    0.25172E+03    0.41611E-01    0.37258E-01   -0.16647E+01
    49    0.24953E+03    0.42970E-01    0.38305E-01   -0.17152E+01
    50    0.24725E+03    0.44332E-01    0.39342E-01   -0.17649E+01
    51    0.24489E+03    0.45696E-01    0.40367E-01   -0.18136E+01
    52    0.24244E+03    0.47060E-01    0.41378E-01   -0.18612E+01
    53    0.23991E+03    0.48423E-01    0.42376E-01   -0.19077E+01
    54    0.23731E+03    0.49783E-01    0.43359E-01   -0.19531E+01
    55    0.23464E+03    0.51139E-01    0.44326E-01   -0.19972E+01
    56    0.23189E+03    0.52488E-01    0.45276E-01   -0.20401E+01
    57    0.22909E+03    0.53832E-01    0.46209E-01   -0.20817E+01
    58    0.22622E+03    0.55169E-01    0.47123E-01   -0.21218E+01
    59    0.22328E+03    0.56498E-01    0.48018E-01   -0.21604E+01
    60    0.22029E+03    0.57820E-01    0.48891E-01   -0.21974E+01
    61    0.21725E+03    0.59134E-01    0.49742E-01   -0.22328E+01
    62    0.21415E+03    0.60439E-01    0.50571E-01   -0.22666E+01
    63    0.21101E+03    0.61732E-01    0.51377E-01   -0.22987E+01
    64    0.20783E+03    0.63014E-01    0.52159E-01   -0.23292E+01
    65    0.20461E+03    0.64282E-01    0.52917E-01   -0.23581E+01
    66    0.20136E+03    0.65535E-01    0.53651E-01   -0.23854E+01
    67    0.19808E+03    0.66771E-01    0.54359E-01   -0.24109E+01
    68    0.19477E+03    0.67990E-01    0.55041E-01   -0.24347E+01
    69    0.19143E+03    0.69190E-01    0.55696E-01   -0.24566E+01
    70    0.18807E+03    0.70369E-01    0.56324E-01   -0.24765E+01
    71    0.18469E+03    0.71526E-01    0.56924E-01   -0.24944E+01
    72    0.18129E+03    0.72662E-01    0.57495E-01   -0.25103E+01
    73    0.17788E+03    0.73778E-01    0.58038E-01   -0.25244E+01
    74    0.17446E+03    0.74874E-01    0.58553E-01   -0.25367E+01
    75    0.17102E+03    0.75951E-01    0.59040E-01   -0.25475E+01
    76    0.16759E+03    0.77011E-01    0.59497E-01   -0.25567E+01
    77    0.16416E+03    0.78049E-01    0.59926E-01   -0.25642E+01
    78    0.16072E+03    0.79063E-01    0.60326E-01   -0.25701E+01
    79    0.15729E+03    0.80049E-01    0.60697E-01   -0.25741E+01
    80    0.15387E+03    0.81006E-01    0.61038E-01   -0.25761E+01
    81    0.15045E+03    0.81929E-01    0.61349E-01   -0.25761E+01
    82    0.14703E+03    0.82820E-01    0.61631E-01   -0.25742E+01
    83    0.14363E+03    0.83680E-01    0.61882E-01   -0.25703E+01
    84    0.14025E+03    0.84509E-01    0.62104E-01   -0.25648E+01
    85    0.13688E+03    0.85308E-01    0.62295E-01   -0.25575E+01
    86    0.13354E+03    0.86078E-01    0.62457E-01   -0.25488E+01
